var1	var2	cor	p	num_obs	adjp
cd163	gut s__Anaeromassilibacillus_sp._An200	-0.0483475421730455	0.55777931809879	149	0.995755047898408
cd163	gut s__Blautia_hansenii	0.073097137077208	0.37040014546984	152	0.995755047898408
cd163	gut s__Bifidobacterium_pseudocatenulatum	-0.0816641085501283	0.368711770461808	123	0.995755047898408
cd163	gut s__Dorea_sp._AF36_15AT	0.0188323457650749	0.818274233116943	151	0.995755047898408
cd163	gut s__Paraprevotella_clara	0.160888660245601	0.096209396108477	108	0.995755047898408
cd163	gut s__Phocaeicola_massiliensis	-0.0491921871232216	0.557774451034812	144	0.995755047898408
cd163	gut s__Blautia_sp._MSJ_19	0.00978738236319275	0.904962017237587	151	0.99838459389747
cd163	gut s__Clostridium_saudiense	0.203244817775369	0.0255160857077962	121	0.995755047898408
cd163	gut s__Roseburia_sp._CLA_AA_H204	-0.0626292721363144	0.456971511754	143	0.995755047898408
cd163	gut s__Clostridium_sp._D43t1_170807_D5	0.117329255861366	0.223984402194871	109	0.995755047898408
cd163	gut s__Faecalibacterium_sp._CLA_AA_H233	0.0442867980234966	0.587591513045387	152	0.995755047898408
cd163	gut s__Bacteroides_xylanisolvens	0.00480169853946762	0.95393185554259	147	0.99838459389747
cd163	gut s__Waltera_intestinalis	-0.231543117061708	0.00486373709793774	147	0.995755047898408
cd163	gut s__Faecalibacterium_sp._I3389	0.0683722551411642	0.403763754040855	151	0.995755047898408
cd163	gut s__Oscillibacter_sp._MCC667	-0.0549215754618334	0.502569571112183	151	0.995755047898408
cd163	gut s__Dorea_sp._AM58_8	0.0318618908002378	0.69646237528647	152	0.995755047898408
cd163	gut s__Eubacterium_sp._AF22_8LB	-0.0239485520397696	0.799181609583302	115	0.995755047898408
cd163	gut s__Faecalibacterium_sp._AF27_11BH	-0.00282967531289679	0.972661947186838	149	1
cd163	gut s__Porcipelethomonas_ammoniilytica	0.0165493680810947	0.847608715362434	137	0.995755047898408
cd163	gut s__Solobacterium_moorei	-0.203366752472565	0.0254265205245399	121	0.995755047898408
cd163	gut s__Streptococcus_salivarius	0.0180390653655893	0.843459721136142	122	0.995755047898408
cd163	gut s__Dorea_phocaeensis	0.0175954486866083	0.830587256377742	150	0.995755047898408
cd163	gut s__Butyricicoccus_faecihominis	0.0903986843859727	0.270933873235943	150	0.995755047898408
cd163	gut s__Prevotella_sp._Marseille_P4119	0.088807436058403	0.346895272352709	114	0.995755047898408
cd163	gut s__Clostridium_sp._D43t1_170807_H7	0.0843786060033868	0.365203931265231	117	0.995755047898408
cd163	gut s__Clostridium_sp._AF15_31	-0.0738685835780095	0.503532239044646	84	0.995755047898408
cd163	gut s__Butyricicoccus_sp._BIOML_A1	0.125192032191073	0.129399213345167	148	0.995755047898408
cd163	gut s__Brotolimicola_acetigignens	-0.109131916372621	0.188024783733579	147	0.995755047898408
cd163	gut s__Waltera_sp._CLA_AA_H273	0.087616831256753	0.290943503190946	147	0.995755047898408
cd163	gut s__Prevotella_pectinovora	0.0123727609879271	0.895454422442846	115	0.99838459389747
cd163	gut s__Clostridium_perfringens	0.139452203881734	0.0898433452097363	149	0.995755047898408
cd163	gut s__Yeguia_hominis	0.083885361871939	0.308720655213768	149	0.995755047898408
cd163	gut s__Alistipes_shahii	-0.0825752343690623	0.365372600415218	122	0.995755047898408
cd163	gut s__Roseburia_porci	0.103130010456605	0.207381833729073	151	0.995755047898408
cd163	gut s__Mediterraneibacter_glycyrrhizinilyticus	0.110218085142736	0.17625949134402	152	0.995755047898408
cd163	gut s__Faecalibacillus_sp._MSK20_93	0.0203129804899716	0.83141881590019	112	0.995755047898408
cd163	gut s__Phascolarctobacterium_faecium	-0.0197831414182361	0.831389132455375	118	0.995755047898408
cd163	gut s__Alistipes_onderdonkii	-0.126701170301383	0.150708736705038	130	0.995755047898408
cd163	gut s__Clostridium_spiroforme	-0.0854054342603961	0.331644083173378	131	0.995755047898408
cd163	gut s__Intestinimonas_massiliensis	0.150100123702322	0.0649802193133295	152	0.995755047898408
cd163	gut s__Clostridium_sp._AF36_4	0.0614296936370778	0.480264233494414	134	0.995755047898408
cd163	gut s__Dysosmobacter_sp._BX15	-0.0574823145292944	0.485789904191772	149	0.995755047898408
cd163	gut s__Clostridium_sp._L2_50	-0.0885350118017309	0.327697328384211	124	0.995755047898408
cd163	gut s__Clostridium_sp._AF37_5	0.0323934926768761	0.70778352658981	136	0.995755047898408
cd163	gut s__Negativibacillus_massiliensis	-0.0293370918662609	0.733314760869217	137	0.995755047898408
cd163	gut s__Intestinimonas_butyriciproducens	-0.0970448130454691	0.234005138580604	152	0.995755047898408
cd163	gut s__Anaerotignum_faecicola	0.0890119560869372	0.278376035014842	150	0.995755047898408
cd163	gut s__Clostridium_sp._AF15_41	-0.0332833583208396	0.722449812407546	116	0.995755047898408
cd163	gut s__Clostridium_sp._1001270H_150608_G6	0.0188445585031781	0.857489900861245	93	0.995755047898408
cd163	gut s__Clostridium_sp._AM42_36	0.111081358504039	0.275682862773017	98	0.995755047898408
cd163	gut s__Clostridium_sp._AM49_4BH	0.0890089956991365	0.290070863311199	143	0.995755047898408
cd163	gut s__Blautia_ammoniilytica	0.0153781805507145	0.851178975584259	151	0.995755047898408
cd163	gut s__Barnesiella_intestinihominis	-0.0707177957177957	0.460211584869613	111	0.995755047898408
cd163	gut s__Collinsella_tanakaei	-0.0546807669690455	0.51169486458174	146	0.995755047898408
cd163	gut s__Phocea_massiliensis	-0.0374647762122761	0.64863141064704	150	0.995755047898408
cd163	gut s__Intestinimonas_sp._MSJ_38	0.0282448108804836	0.731235832688088	150	0.995755047898408
cd163	gut s__Clostridium_sp._1001270J_160509_D11	0.206193548387097	0.0217405174100648	124	0.995755047898408
cd163	gut s__Dysosmobacter_welbionis	-0.0636973091431385	0.441382831946238	148	0.995755047898408
cd163	gut s__Ruminococcus_champanellensis	0.102692489371752	0.218748408319628	145	0.995755047898408
cd163	gut s__Suilimivivens_aceti	0.00546880446148484	0.946817902660969	151	0.99838459389747
cd163	gut s__Pseudoflavonifractor_capillosus	-0.0835093186804174	0.306008279911801	152	0.995755047898408
cd163	gut s__Clostridium_sp._AF43_10	0.0751395139513951	0.456844894246607	100	0.995755047898408
cd163	gut s__Faecalibacillus_sp._H12	-0.0236187525091744	0.813438299012068	102	0.995755047898408
cd163	gut s__Ruminococcus_sp._NSJ_13	0.00633382320822397	0.939042195071453	148	0.99838459389747
cd163	gut s__Turicibacter_sanguinis	0.0574431461493287	0.543266167756698	114	0.995755047898408
cd163	gut s__Jingyaoa_shaoxingensis	0.0901899274872026	0.268826709963226	152	0.995755047898408
cd163	gut s__Dorea_ammoniilytica	0.00139421401185082	0.986445094466098	151	1
cd163	gut s__Clostridium_sp._OM08_29	0.0559223374965465	0.564837709629797	108	0.995755047898408
cd163	gut s__Terrisporobacter_mayombei	0.0182948457072451	0.83176057308654	137	0.995755047898408
cd163	gut s__Clostridium_sp._AF23_8	0.0628899017234012	0.496298396306203	119	0.995755047898408
cd163	gut s__Mediterraneibacter_butyricigenes	-0.0699396524033106	0.391467948661562	152	0.995755047898408
cd163	gut s__Oribacterium_sp._oral_taxon_102	0.0174158657322164	0.834543013836051	146	0.995755047898408
cd163	gut s__Dorea_sp._AF24_7LB	-0.00199653317925241	0.98064849541213	150	1
cd163	gut s__Dorea_sp._OM07_5	-0.0899127506505434	0.290375766558894	140	0.995755047898408
cd163	gut s__Alistipes_communis	-0.0441603760148127	0.632990312420286	119	0.995755047898408
cd163	gut s__Alistipes_indistinctus	-0.159703153988868	0.114250995488545	99	0.995755047898408
cd163	gut s__Dorea_sp._AM10_31	0.0448101493951059	0.596032492770487	142	0.995755047898408
cd163	gut s__Streptococcus_parasanguinis	-0.163128608923885	0.0680417150775214	126	0.995755047898408
cd163	gut s__Agathobaculum_sp._M2	0.0539506470540953	0.52028124305801	144	0.995755047898408
cd163	gut s__Streptococcus_thermophilus	0.163594539105936	0.0780279740826945	117	0.995755047898408
cd163	gut s__Alistipes_ihumii	-0.1164937551802	0.229505668943805	108	0.995755047898408
cd163	gut s__Qingrenia_yutianensis	0.050203888829977	0.546894373791502	146	0.995755047898408
cd163	gut s__Parolsenella_massiliensis	-0.0834507519306327	0.362309564890711	121	0.995755047898408
cd163	gut s__Allisonella_histaminiformans	-0.0896651374489759	0.389442305651022	94	0.995755047898408
cd163	gut s__Dorea_sp._NSJ_36	-0.0371915440880958	0.657719573863742	144	0.995755047898408
cd163	gut s__Prevotella_sp._P4_67	-0.059859292554231	0.585636420031741	85	0.995755047898408
cd163	gut s__Prevotella_sp._P5_64	0.0420534458509142	0.710564245551139	80	0.995755047898408
cd163	gut s__Dorea_sp._AM13_35	-0.0668724139343703	0.449185171724993	130	0.995755047898408
cd163	gut s__Schaalia_odontolytica	-0.0405764142485404	0.633684004352887	140	0.995755047898408
cd163	gut s__Terrisporobacter_glycolicus	0.0491613381521638	0.61118398775765	109	0.995755047898408
cd163	gut s__Bacteriophage_sp.	0.0499998347768331	0.583948023650256	122	0.995755047898408
cd163	oral s__Streptococcus_mitis	0.0292296131222306	0.724051246390873	148	0.995755047898408
cd163	oral s__Streptococcus_salivarius	0.00673362034819369	0.935201511265467	148	0.99838459389747
cd163	oral s__Streptococcus_parasanguinis	0.00689650066447765	0.933637212061133	148	0.99838459389747
cd163	oral s__Streptococcus_oralis	-0.0677545097487571	0.412797444903473	148	0.995755047898408
cd163	oral s__Rothia_mucilaginosa	-0.0624534958187882	0.450366416526795	148	0.995755047898408
cd163	oral s__Neisseria_mucosa	-0.0333559292383722	0.695277487403297	140	0.995755047898408
cd163	oral s__Haemophilus_parainfluenzae	0.0594931217645301	0.475209693096755	146	0.995755047898408
cd163	oral s__Neisseria_sicca	-0.00325818372657497	0.969504164639001	140	1
cd163	oral s__Streptococcus_infantis	-0.0536913765876584	0.517923162980077	147	0.995755047898408
cd163	oral s__Schaalia_odontolytica	-0.0280787287829541	0.738924624998139	143	0.995755047898408
cd163	oral s__Prevotella_melaninogenica	-0.0481507928691027	0.567522582579695	143	0.995755047898408
cd163	oral s__Actinomyces_sp._ICM47	-0.02106254548568	0.803983161495945	141	0.995755047898408
cd163	oral s__Gemella_haemolysans	0.0529404818138876	0.526680822627286	145	0.995755047898408
cd163	oral s__Streptococcus_sanguinis	0.0590219037007148	0.475676851329828	148	0.995755047898408
cd163	oral s__Actinomyces_graevenitzii	0.0395311714154512	0.642458468714242	140	0.995755047898408
cd163	oral s__Streptococcus_pseudopneumoniae	-0.0342012406591663	0.680552918619152	147	0.995755047898408
cd163	oral s__Streptococcus_sp._263_SSPC	0.0772810966616217	0.35343242680003	146	0.995755047898408
cd163	oral s__Veillonella_atypica	0.070602411961478	0.396662476519914	146	0.995755047898408
cd163	oral s__Haemophilus_parahaemolyticus	0.0102998648599291	0.906585415748174	132	0.99838459389747
cd163	oral s__Prevotella_histicola	0.0357372399791881	0.682624425482775	133	0.995755047898408
cd163	oral s__Streptococcus_cristatus	0.0339670114621191	0.682622047706278	147	0.995755047898408
cd163	oral s__Streptococcus_pneumoniae	-0.00247281934722011	0.976192520983139	148	1
cd163	oral s__Neisseria_subflava	0.0507493292253701	0.56137609782286	133	0.995755047898408
cd163	oral s__Streptococcus_australis	-0.0101020785952293	0.903242289845633	147	0.99838459389747
cd163	oral s__Veillonella_dispar	0.0209402986513453	0.801690209652591	146	0.995755047898408
cd163	oral s__Gemella_sanguinis	-0.000640204865556978	0.993956942845932	143	1
cd163	oral s__Haemophilus_haemolyticus	0.059714416916315	0.482940927737618	140	0.995755047898408
cd163	oral s__Streptococcus_sp._oral_taxon_431	-0.0219419867169378	0.791709469415584	147	0.995755047898408
cd163	oral s__Streptococcus_rubneri	-0.0396953621091552	0.636276900297863	144	0.995755047898408
cd163	oral s__Streptococcus_vestibularis	0.0221896599924807	0.790124209640918	146	0.995755047898408
cd163	oral s__Streptococcus_sp._M334	-0.00184222957014643	0.982451409247665	145	1
cd163	oral s__Prevotella_pallens	0.0190989908369635	0.829028681373632	130	0.995755047898408
cd163	oral s__Lancefieldella_parvula	-0.117825297877377	0.209481434989413	115	0.995755047898408
cd163	oral s__Prevotella_jejuni	-0.0406747848379418	0.64807876812108	128	0.995755047898408
cd163	oral s__Streptococcus_gordonii	0.0537097842946357	0.516337721894972	148	0.995755047898408
cd163	oral s__Granulicatella_adiacens	0.0520135037376417	0.535387687352492	144	0.995755047898408
cd163	oral s__Actinomyces_bouchesdurhonensis	-0.0379954421555923	0.656612229027722	139	0.995755047898408
cd163	oral s__Veillonella_parvula	0.085428937753656	0.304868926359392	146	0.995755047898408
cd163	oral s__Rothia_sp._P3C3_S176	-0.0310666345149104	0.711334478501274	144	0.995755047898408
cd163	oral s__Veillonella_rogosae	0.0463399351622306	0.583535630531718	142	0.995755047898408
cd163	oral s__Actinomyces_oris	0.0976347378049919	0.256017493425198	137	0.995755047898408
cd163	oral s__Haemophilus_sputorum	0.123281331997519	0.152589118988287	136	0.995755047898408
cd163	oral s__Rothia_sp._HMSC065C12	0.021728861596599	0.795085134885072	145	0.995755047898408
cd163	oral s__Streptococcus_sp._HSISS2	-0.0585504267393539	0.493100178252476	139	0.995755047898408
cd163	oral s__Rothia_dentocariosa	-0.0343536351043389	0.68771419987197	139	0.995755047898408
cd163	oral s__Streptococcus_timonensis	0.00668398677373642	0.936342834105326	145	0.99838459389747
cd163	oral s__Lautropia_mirabilis	0.0151623527846164	0.873189141072563	113	0.995755047898408
cd163	oral s__Streptococcus_sp._HMSC067H01	-0.00127056963550654	0.987859558647226	146	1
cd163	oral s__Streptococcus_sp._Marseille_Q3533	-0.0472642103605731	0.571979434100192	145	0.995755047898408
cd163	oral s__Rothia_sp._HMSC072B04	0.0183945477487552	0.824792538502985	147	0.995755047898408
cd163	oral s__Veillonella_tobetsuensis	-0.0304671853967629	0.71762186206355	143	0.995755047898408
cd163	oral s__Alloprevotella_tannerae	0.0446416474732421	0.626367605493694	121	0.995755047898408
cd163	oral s__Neisseria_sp._HMSC071A01	-0.0102155782848151	0.910238103434702	124	0.99838459389747
cd163	oral s__Megasphaera_micronuciformis	-0.0215077845609219	0.836721001458643	94	0.995755047898408
cd163	oral s__Neisseria_meningitidis	0.012605339403501	0.883206889589258	138	0.99838459389747
cd163	oral s__Alloprevotella_sp._oral_taxon_473	-0.016224146636562	0.867458017466856	108	0.995755047898408
