"","s__Prevotella_copri","s__Bacteroides_fragilis","s__Phocaeicola_vulgatus","s__Prevotella_stercorea","s__Faecalibacterium_prausnitzii","s__Prevotella_hominis","s__Prevotella_sp._885","s__Prevotella_corporis","s__Prevotellamassilia_timonensis","s__Prevotella_disiens","s__Finegoldia_magna","s__Blautia_wexlerae","s__Bacteroides_caccae","s__Catenibacterium_mitsuokai","s__Escherichia_coli","s__Extibacter_muris","s__Roseburia_inulinivorans","s__Ruminococcus_gnavus","s__Prevotella_sp._Marseille_P4119","s__Prevotella_timonensis","s__Dorea_longicatena","s__Collinsella_aerofaciens","s__Mediterraneibacter_faecis","s__Prevotella_buccalis","s__Roseburia_faecis","s__Prevotella_bivia","s__Coprococcus_comes","s__Mitsuokella_jalaludinii","s__Ruminococcus_torques","s__Phocaeicola_massiliensis","s__Oscillibacter_sp._ER4","s__Dorea_formicigenerans","s__Gemmiger_formicilis","s__Roseburia_intestinalis","s__Holdemanella_porci","s__Holdemanella_biformis","s__Peptostreptococcus_anaerobius","s__Ruminococcus_callidus","s__Dialister_invisus","s__Ruminococcus_bromii","s__Prevotella_ihumii","s__Fusicatenibacter_saccharivorans","s__Ligilactobacillus_ruminis","s__Anaerobutyricum_hallii","s__Sutterella_wadsworthensis","s__Anaerostipes_hadrus","s__Vescimonas_coprocola","s__Blautia_massiliensis","s__Streptococcus_mitis","s__Prevotella_pectinovora","s__Oscillibacter_sp._MSJ_31","s__Oliverpabstia_intestinalis","s__Oscillibacter_valericigenes","s__Blautia_faecicola","s__Vescimonas_fastidiosa","s__Faecalibacterium_sp._HTFF"
"s__Finegoldia_magna",-0.10014188171782,-0.129040954329106,0.00746082844203201,0.341593300602214,0.336179722589956,-0.189022367143017,-0.0425421598307468,-0.364771230654927,-0.251537494191251,-0.5696643487651,0,0.716290119374293,-0.308452956895771,0.092231370795155,-0.386672664790227,0.0310932471627977,-0.0762903721263516,-0.0754156080898302,0.172196328327507,-0.462163658520169,0.394605048467088,0.166615638075452,0.0332959523785015,-0.279088972391851,-0.17243946559492,-0.603308409028071,0.12770503245015,-0.31564632721088,0.300386022454163,0.167038759956846,0.0515117739142274,0.277901916618242,-0.00636637021694039,0.0280708880009575,0.0677593608527886,0.487270547424057,0.022260743126362,0.25399749877044,0.304261048261294,0.404413263178789,-0.404749178371387,0.0900048919281198,0.552390544425641,0.118215985535049,0.155646900213158,-0.214865191184872,0.279525257167533,0.406805745345279,-0.27515111289567,0.421855773714507,-0.141565428566085,0.30433755660686,-0.343724709389104,0.585253866884085,0.164911521052577,0.0806807584443911
"s__Blautia_wexlerae",-0.0271147336671662,0.00127715772032905,0.234716548102477,0.0517411166453851,-0.202065996957202,0.0330672635378978,0.0842035750135428,0.287144473114075,0.0530791816018883,1.00665081420764,0.716290119374293,0,0.314926916974085,-0.400984281845516,-0.156143388952212,-0.411888312672059,-0.116022720973307,0.0801758546849275,0.000441284130769937,0.722193013611506,-0.0813929891265063,-0.309559777322504,0.351705177625657,0.299238942785641,0.0368525356527948,0.62035709681932,-0.0927947638496736,-0.169168200368661,0.024814063404978,-0.100843212499902,-0.158240900237102,0.18521370666131,0.271274024814997,-0.485158832705728,0.0058789716861265,0.262943051309711,0.713072877064202,-0.404555488339744,-0.370892361660151,-0.352977317790334,0.428112734347193,-0.0464826121283067,-0.692819699186525,0.289337077184088,-0.266017272367236,0.106367910835109,0.329660202233185,-0.254777224427661,0.0418612043005846,-0.0239988735428795,-0.286370028525917,-0.380062613836594,-0.150936246170752,-0.610354465864158,-0.222860778440364,-0.528644800765792
"s__Bacteroides_caccae",-0.077521465524367,0.00332855975412724,0.2433403196006,0.562883474611125,0.0694624114238651,0.506164292767369,0.696537163555218,-0.00280701754385965,0.296298295680378,0.20274103079344,-0.308452956895771,0.314926916974085,0,-0.0780183295621255,-0.17766571484708,-0.0707477985297824,-0.0387829813336411,-0.365463772657516,0.805648089110097,-0.110212925456349,0.0336956991201164,-0.71509540937212,0.247734696519213,-0.251941011980431,-0.0301381300110581,0.684033700003902,-0.0116058562003909,-0.162224434649662,0.0212676191711824,0.0619789380116763,-0.384807935552375,0.479396641686558,-0.0401808345696775,0.275133380010175,-0.346546418686453,-0.0431508599031573,0.169161358678859,0.238709310541101,-0.675886803749449,0.133851210172215,0.401268263943267,-0.141128043083437,-0.303380941832569,-0.349379555709363,-0.583114234402778,0.0425980902622862,-0.6337590123521,-0.113485356846627,-0.019624519346234,0.495607500447535,-0.110266052108672,0.164108609880541,-0.117795590460243,-0.0283884760453633,-0.583924392326557,0.189583831168331
"s__Catenibacterium_mitsuokai",-0.189056317921089,-0.0583837194114092,0.105707214862353,-0.192710704959705,-0.341264322961393,-0.58733807175358,0.111654539475674,0.634338566431942,0.0750455819711207,0.6091723775258,0.092231370795155,-0.400984281845516,-0.0780183295621255,0,0.0700799412244297,-0.253767871107389,0.0997110328046494,0.1055797162929,-0.203001136612384,0.635550924680351,0.0218902255280562,-0.146260446580989,0.0129228419959317,0.356759569277904,-0.226439723168758,0.369800840824678,-0.251113371348074,-0.151349285875583,-0.385145865348568,-0.0510967203208733,-0.0388738038266005,0.0909331373347886,-0.260442757573867,-0.427003873814958,-0.0417232714745518,-0.471184669147084,0.168156907029928,-0.603149470707542,0.138534009440162,-0.0565874662080968,0.305476790671766,0.0918654632527908,-0.161738333181503,0.173270411476422,0.565293834678859,0.121651782743612,0.200057363606799,-0.027098130862568,0.905697085588048,-0.513373102559939,0.200869966809528,-0.772537724090936,0.180498559392756,-0.172006393101786,0.245206843470666,-0.482942968452507
"s__Escherichia_coli",0.166902826944402,0.237151198279157,-0.236836235065856,0.460867882918924,0.0924526525861382,-0.125681045232033,-0.0415444267384936,-0.377729148771869,0.172078231464725,-0.374310962040972,-0.386672664790227,-0.156143388952212,-0.17766571484708,0.0700799412244297,0,0.412701584067802,0.085273794972896,-0.126892772299118,0.427896628868272,-0.232520071657997,-0.465663535634902,0.175799783106323,-0.300778874256221,0.0397345362058201,0.230984045849953,-0.411977496191766,-0.552314432634074,-0.134018061670622,-0.135584950096887,0.290673210485172,2.10403716376095e-05,-0.659535453975037,-0.0482128759392961,0.132725308895297,-0.035694371912255,-0.0715908777157332,-0.498561831352425,-0.0869483241845231,0.655120857083957,0.38946165956746,-0.499022796925811,-0.106195631455636,0.671166482111193,0.198592981751979,0.365584632130329,-0.0991922752664236,-0.453317042640293,-0.332869149825487,0.0407826065186812,0.405595327863981,-0.117430465253089,-0.709802657103928,-0.524374295706641,-1.0756192912134,0.130035814868118,-0.768371028097839
"s__Extibacter_muris",0.128412666159751,0.115335016773959,-0.0760850377443106,-0.740188091163337,-0.775152306367706,-0.0703507549268274,0.117610236840853,1.17738233149186,0.415961929923031,0.472233332779077,0.0310932471627977,-0.411888312672059,-0.0707477985297824,-0.253767871107389,0.412701584067802,0,0.182340484425056,-0.279108208595246,-0.340420060606923,0.616408970364047,-0.00740495610911163,-0.780764063961371,-0.304492178798481,0.157791220946685,-0.269921935602938,0.611091686462301,0.300052390242387,0.0825418826807806,-0.481255070341057,-0.253655540489336,0.0852499153355603,-0.1111094275691,-0.767030101346139,0.111385152329548,-0.188421927809807,-0.469579337557233,0.374433107597993,-0.321060098013313,0.167666567843396,-0.698289732000917,1.19588919848774,-0.254761641507643,0.678556896742931,-0.502409542782272,0.5525026191664,0.270755516470633,0.147229482238876,0.247712536223166,0.67771732013835,-0.363256049271255,0.305148785071702,-0.259385594334926,-0.148693811309523,0.345688764571677,-0.456121167749113,0.16449399961231
"s__Roseburia_inulinivorans",0.331095037210429,-0.480573463579934,0.191109623538243,-0.168316081125912,-0.1051928590619,-0.157057835676814,0.109981215811123,0.355940829800607,0.645822723133287,0.08328538551637,-0.0762903721263516,-0.116022720973307,-0.0387829813336411,0.0997110328046494,0.085273794972896,0.182340484425056,0,-0.699222173171862,-0.0834135346780803,0.12032942139892,-0.0242929354983881,-0.247293696359582,-0.0728584237241461,0.295443975282549,0.149969124021153,-0.411164455478849,0.487664109622594,0.434973572429918,-0.234495105205472,0.140814602079997,-0.0585029437892347,-0.281479334623241,-0.26676654667319,-0.770232281667309,0.808564174395732,0.600577476704681,0.0999575164059764,0.133353736587539,0.548961147775792,-0.0199537602222661,0.185522188388354,0.452769053691281,-0.353868228771553,0.115344164172409,0.534502451699522,0.301575933041737,-0.0433419715297969,0.051444053537757,-0.063698142411134,0.0587805188384697,-0.0635764424548772,0.174440330640599,0.331905155320074,0.0226403689547178,-0.111206799264375,-0.310961414319382
"s__Ruminococcus_gnavus",0.0575529483660605,-0.368312781507582,-0.269812447275128,-0.137520066120247,-0.15983119827436,0.0587886939947861,0.040098340960848,0.0447998906469611,0.114613520020897,-0.174917557231791,-0.0754156080898302,0.0801758546849275,-0.365463772657516,0.1055797162929,-0.126892772299118,-0.279108208595246,-0.699222173171862,0,0.0480277898454111,0.0501986460231532,-0.138130581121235,0.1068918769913,0.211051999586538,0.418973647746406,-0.241708692177078,-0.196008256021858,-0.067929939509062,0.198103721248694,0.0393290611103739,-0.0126959250391518,0.116897944441453,-0.568868633394251,0.282995182030979,-0.701064140198199,0.0875999095637087,0.193124575456822,-0.282896767124472,0.216610757457935,-0.0917956300951444,-0.0446765397787824,-0.364520758455393,0.0455194049691424,0.152035323755506,0.246983366079971,-0.414779132183483,0.172526299559134,0.0128670800696267,-0.10714617931317,-0.316759141036133,0.2560868703423,0.103569846285747,0.0703658219235698,-0.205163391927478,-0.0203161202705089,-0.0680121398195825,-0.283085009350395
"s__Prevotella_sp._Marseille_P4119",-0.455423216360199,0.278260792329317,0.581268397721402,-0.305491497879063,-0.0371722741847719,-0.488651180111426,-0.423131292214236,-0.29991600737803,-0.0945313934900943,0.341440607653485,0.172196328327507,0.000441284130769937,0.805648089110097,-0.203001136612384,0.427896628868272,-0.340420060606923,-0.0834135346780803,0.0480277898454111,0,0.198771393846905,-0.266759074746279,-0.154384141859114,-0.0762161248630033,-0.338293014794951,-0.429926502653676,-0.0331824468165169,0.220848751658309,-0.510057109154853,0.256363455307077,-0.0771598994022207,-0.0393342931322588,-0.0527287875322506,0.286590430973961,-0.711006085063911,0.0218286320686908,-0.439917177222576,0.173420069320055,-0.431675150655956,0.0961959199699869,0.0925480800344564,0.246019724466148,0.133606347429449,-0.317899472961522,0.210489504041155,0.448949399406917,0.62029091791365,0.733725127009936,-0.130538125731455,0.289170289880026,0.0277587075027671,0.00345788703927804,-0.585837149915601,0.350574626645977,-0.392979921200829,0.390238392667613,-0.547154060387765
"s__Prevotella_timonensis",-0.0462542118973785,-0.0463658731926934,-0.31201938229839,-0.0441346939055839,0.61898687001565,0.243178326550914,-0.320456314911208,0.13774213437215,-0.161801640334186,-0.122966580570383,-0.462163658520169,0.722193013611506,-0.110212925456349,0.635550924680351,-0.232520071657997,0.616408970364047,0.12032942139892,0.0501986460231532,0.198771393846905,0,0.463353805905695,0.321684739588215,0.162850748156209,-0.0264028221918534,0.189558604535936,-0.305564833481228,0.260577646204873,-0.0336852112631891,0.36690519529753,0.486675660638754,-0.245709897414451,0.434718923397717,-0.763367986509282,0.315431323013734,0.20335413933683,0.431448431984483,-0.200155469665302,0.283245147714768,0.660421237505397,-0.0637042868831778,-0.76976093792555,-0.0141265933608321,0.68469165145944,0.0872789407877153,0.0133747236373591,0.119966188525518,-0.30595137420881,0.389684584935507,-0.475918465593324,0.236897243960285,-0.0436546902472425,0.374794989128083,-0.133283864140331,0.265650254589034,0.187989477188644,-0.120060917658012
"s__Dorea_longicatena",0.128281420570109,-0.504033609716157,0.268711956638664,-0.297972263119256,-0.133394399312214,-0.0342992587012942,0.117528672528441,0.333221070275992,0.162337414006083,0.593922575826119,0.394605048467088,-0.0813929891265063,0.0336956991201164,0.0218902255280562,-0.465663535634902,-0.00740495610911163,-0.0242929354983881,-0.138130581121235,-0.266759074746279,0.463353805905695,0,-0.0421978245397352,0.365099740871942,0.143837330653804,0.130666295008165,0.125346764234199,0.180552894458985,-0.051812357795153,0.00989498751726853,-0.162922380042807,0.0937362907258568,0.07668162904152,0.117158764660038,-0.358571640732708,0.557919368456275,0.663795938271817,0.672185590447322,-0.196830183209731,0.10649008514132,-0.17958217067868,0.513347464909526,0.240329311847624,-0.458166730766068,0.161116747978265,0.172193275758836,0.0729092262935387,0.237009658346308,0.185387894222532,-0.206596944908949,0.0543606094272335,-0.278239729597531,0.315836622419912,0.0550712088274364,-0.114714226098687,0.0131799776028421,-0.282720168225204
"s__Collinsella_aerofaciens",-0.129313191006747,-0.506151911389187,0.200652298966843,-0.3382097005906,-1.18083690189011,-0.570663435806182,-0.0740832126330819,0.867323206222125,0.425907731200758,0.179282655575972,0.166615638075452,-0.309559777322504,-0.71509540937212,-0.146260446580989,0.175799783106323,-0.780764063961371,-0.247293696359582,0.1068918769913,-0.154384141859114,0.321684739588215,-0.0421978245397352,0,0.146884569945506,0.201955031091275,-0.778866677639844,0.252464267747348,-0.292357650799166,0.256084931152229,-0.715771106735066,-0.84420400678368,0.976077370960074,-0.183220893579816,0.00748957269437009,-0.778095735252927,0.130421514924769,0.177116029482896,-0.188047740607669,-0.300699847957352,-0.578162993739143,0.186984189131206,0.427718560973458,-0.190999805056993,-0.353468242474545,-0.204844003257085,-0.128804658684967,-0.191568954967431,0.44587940831912,0.0738759454342315,0.857179405042576,-0.434426710025948,0.587069548257673,-0.26005949480884,0.443113485089672,0.0282774211372326,-0.191890589254138,0.0459852358396904
"s__Mediterraneibacter_faecis",-0.0722841773237083,-0.190865528785013,0.375654232349255,-0.48799350545321,0.0695811516162663,-0.477328638414821,-0.145705695904567,0.0659843823279947,0.211899624074833,0.103544055773679,0.0332959523785015,0.351705177625657,0.247734696519213,0.0129228419959317,-0.300778874256221,-0.304492178798481,-0.0728584237241461,0.211051999586538,-0.0762161248630033,0.162850748156209,0.365099740871942,0.146884569945506,0,0.306983107950077,0.156360089056497,0.150000288936266,0.545936786237774,0.259811127058889,0.0245022955283333,0.53933673281482,-0.318087876527687,0.106897325798023,0.133660661655127,-0.549665348499654,0.616311158452856,0.244623758101596,0.0569374300699396,-0.115607550478138,0.107532951299919,-0.715583649407507,0.346609711482875,0.202890429135591,-0.28202341609591,0.731726364969991,0.207956293952699,0.518473791353573,0.421073458386794,0.277213752423829,-0.0887423778266438,-0.17460767047382,-0.330769071431517,-0.497636002719944,-0.0952973518714022,0.0399535840367931,-0.334560394843417,-0.183317452601863
"s__Prevotella_buccalis",-0.0887400797042376,-0.0358293685299292,-0.265791769198555,-0.0970016085294352,0.127499376702065,0.232908752484838,-0.0874507878939155,0.480850509999923,-0.308565100696907,-0.322462169748944,-0.279088972391851,0.299238942785641,-0.251941011980431,0.356759569277904,0.0397345362058201,0.157791220946685,0.295443975282549,0.418973647746406,-0.338293014794951,-0.0264028221918534,0.143837330653804,0.201955031091275,0.306983107950077,0,-0.0749640578306043,-0.0870492861540996,0.209522308528835,0.106391666085958,0.367275752505625,0.101342254945563,-0.149626416485759,1.08755944154314,-0.924990830731034,0.408357861023306,-0.029701200583094,0.11977846048502,-0.0496146984589329,0.0113949995219647,0.084672555744856,-0.292079648717425,-0.172718687363692,0.0935879054238108,0.359679189062746,0.0531245969558989,-0.174920389920769,0.336979799129762,0.466499361429893,0.447305895057458,-0.277656590919893,-0.114428894324095,0.29122213422048,0.852122216732395,0.320592555603576,0.913304410025276,0.255602478140418,0.435949968613784
"s__Roseburia_faecis",0.280213993567644,0.0257106664217967,-0.0609543236050108,-0.364074265275966,-0.233233304938582,0.109742169210625,0.0855701399528445,0.451095942177267,0.102686046469179,0.291082120228475,-0.17243946559492,0.0368525356527948,-0.0301381300110581,-0.226439723168758,0.230984045849953,-0.269921935602938,0.149969124021153,-0.241708692177078,-0.429926502653676,0.189558604535936,0.130666295008165,-0.778866677639844,0.156360089056497,-0.0749640578306043,0,0.484928756369775,0.461858611770889,-0.246651004995973,0.0824617783764906,-0.186370549699811,0.0272550578011477,0.211876104952351,-0.0732498333854602,0.173604505940842,0.18114012907014,0.0827602493810396,0.216735160378706,-0.353470895991632,-0.0905071210356849,-0.248692500223409,0.469324347905886,0.224700309823183,-0.0526800905313181,-0.481616884786599,0.046925992036169,0.153600094447813,0.264479287432903,0.212971805620073,0.339270918036514,-0.173008915791967,0.512810850879906,0.387654195795348,0.417255696965839,0.431673088036946,-0.223783851535776,0.118691689432277
