var1	var2	cor	p	num_obs	adjp
cd163	gut s__Kineothrix_sp._MSJ_39	-0.13824236992311	0.203912477145193	86	0.989646626934512
cd163	gut s__Ruminococcus_sp._Marseille_P6503	-0.077412169687152	0.483235673992994	84	0.989646626934512
cd163	gut s__Ruminococcus_sp._M6_2020	0.0401245341761404	0.713267860727967	86	0.991466734405916
cd163	gut s__Blautia_sp._MSK20_18	0.0081607623001085	0.940494893696242	86	0.999869556253588
cd163	gut s__Blautia_sp._MCC283	-0.120788716448889	0.26738248774963	86	0.989646626934512
cd163	gut s__Collinsella_sp._TF05_9AC	-0.0485466479137365	0.668315756510749	80	0.989646626934512
cd163	gut s__Mitsuokella_jalaludinii	0.245701666754298	0.0314965314440287	77	0.989646626934512
cd163	gut s__Pseudoflavonifractor_phocaeensis	0.00553799707533374	0.959621250638708	86	0.999869556253588
cd163	gut s__Faecalibacterium_sp._Marseille_Q4896	0.0669714017815284	0.554286472913363	80	0.989646626934512
cd163	gut s__Brotomerdimonas_butyrica	-0.160250146570256	0.142704935244485	85	0.989646626934512
cd163	gut s__Clostridium_sp._1001271B_151109_B4	0.130769230769231	0.302220122871992	64	0.989646626934512
cd163	gut s__Adlercreutzia_equolifaciens	0.0507665455917732	0.641902336404471	86	0.989646626934512
cd163	gut s__Blautia_sp._MSJ_36	0.00685881409500448	0.949985722297929	86	0.999869556253588
cd163	gut s__Bacteroides_thetaiotaomicron	0.223012646793135	0.0455648155733802	81	0.989646626934512
cd163	gut s__Blautia_sp._Marseille_P3087	-0.200320769847634	0.0645238949317127	86	0.989646626934512
cd163	gut s__Megasphaera_elsdenii	0.320547945205479	0.00555432888872052	74	0.788443882338899
cd163	gut s__Ruminococcus_sp._210702_SL_1_03	0.0608706603417153	0.583926932218978	83	0.989646626934512
cd163	gut s__Parabacteroides_distasonis	-0.0699638663053297	0.534084456316703	81	0.989646626934512
cd163	gut s__Clostridium_sp._BIOML_A1	0.0758714969241285	0.511141168140946	77	0.989646626934512
cd163	gut s__Fusicatenibacter_sp._CLA_AA_H277	-0.306646539931129	0.00422803231479817	86	0.788443882338899
cd163	gut s__Faecalibacillus_faecis	-0.123607582567911	0.259170604059329	85	0.989646626934512
cd163	gut s__Anaeromassilibacillus_sp._An200	-0.0476055482433937	0.666601679044195	84	0.989646626934512
cd163	gut s__Blautia_hansenii	-0.0123873767630549	0.909748317413514	86	0.999869556253588
cd163	gut s__Bifidobacterium_pseudocatenulatum	0.224016489839275	0.0488399398051335	78	0.989646626934512
cd163	gut s__Dorea_sp._AF36_15AT	-0.18657487091222	0.0892694548436327	84	0.989646626934512
cd163	gut s__Paraprevotella_clara	-0.180856643356643	0.149099552200101	65	0.989646626934512
cd163	gut s__Phocaeicola_massiliensis	0.134207564587311	0.240868713302781	78	0.989646626934512
cd163	gut s__Blautia_sp._MSJ_19	-0.0142553894051606	0.896199093498281	86	0.999869556253588
cd163	gut s__Clostridium_saudiense	-0.0357142857142857	0.766999515483036	71	0.999036541207206
cd163	gut s__Roseburia_sp._CLA_AA_H204	0.0672717972159641	0.547444036738988	82	0.989646626934512
cd163	gut s__Clostridium_sp._D43t1_170807_D5	0.0109994711792702	0.932905588554103	61	0.999869556253588
cd163	gut s__Faecalibacterium_sp._CLA_AA_H233	-0.019874926714872	0.856490410365846	85	0.999869556253588
cd163	gut s__Bacteroides_xylanisolvens	0.235564751703992	0.0368560728802917	79	0.989646626934512
cd163	gut s__Waltera_intestinalis	0.0975383920505872	0.385591210003186	81	0.989646626934512
cd163	gut s__Faecalibacterium_sp._I3389	-0.0786202853234317	0.473734751900202	85	0.989646626934512
cd163	gut s__Oscillibacter_sp._MCC667	0.0712722298221614	0.516135336246155	85	0.989646626934512
cd163	gut s__Dorea_sp._AM58_8	-0.18484834190292	0.0884228782156988	86	0.989646626934512
cd163	gut s__Eubacterium_sp._AF22_8LB	0.0233766233766234	0.840847333358262	76	0.999869556253588
cd163	gut s__Faecalibacterium_sp._AF27_11BH	0.0536195200971955	0.627457461699119	84	0.989646626934512
cd163	gut s__Porcipelethomonas_ammoniilytica	0.0790650406504065	0.482142927090822	81	0.989646626934512
cd163	gut s__Solobacterium_moorei	0.18326626425218	0.12590924417209	71	0.989646626934512
cd163	gut s__Streptococcus_salivarius	0.0877016129032258	0.493341201353376	63	0.989646626934512
cd163	gut s__Dorea_phocaeensis	-0.0881267984338884	0.419015985181503	86	0.989646626934512
cd163	gut s__Butyricicoccus_faecihominis	-0.0187272984574744	0.863891368707295	86	0.999869556253588
cd163	gut s__Prevotella_sp._Marseille_P4119	0.0968049776691987	0.431362878350843	68	0.989646626934512
cd163	gut s__Clostridium_sp._D43t1_170807_H7	0.179905005480453	0.138868025144255	69	0.989646626934512
cd163	gut s__Clostridium_sp._AF15_31	-0.0680432172869148	0.637766435514765	50	0.989646626934512
cd163	gut s__Butyricicoccus_sp._BIOML_A1	-0.125939297258721	0.256040062255923	83	0.989646626934512
cd163	gut s__Brotolimicola_acetigignens	0.125129243260304	0.262097439281705	82	0.989646626934512
cd163	gut s__Waltera_sp._CLA_AA_H273	0.254328237319024	0.0198017800993378	84	0.989646626934512
cd163	gut s__Prevotella_pectinovora	0.157658997463039	0.191970942812732	70	0.989646626934512
cd163	gut s__Clostridium_perfringens	0.0552394451756606	0.617082220109312	84	0.989646626934512
cd163	gut s__Yeguia_hominis	-0.0791263738855606	0.468219191598644	86	0.989646626934512
cd163	gut s__Alistipes_shahii	0.00505574280528909	0.970319143646337	57	0.999869556253588
cd163	gut s__Roseburia_porci	-0.0647254250537424	0.555483445244758	85	0.989646626934512
cd163	gut s__Mediterraneibacter_glycyrrhizinilyticus	-0.0894853530826926	0.411859070063603	86	0.989646626934512
cd163	gut s__Faecalibacillus_sp._MSK20_93	0.160358299980941	0.245970750949489	54	0.989646626934512
cd163	gut s__Phascolarctobacterium_faecium	0.128296703296703	0.311513790480461	64	0.989646626934512
cd163	gut s__Alistipes_onderdonkii	0.180885311871227	0.130967956250627	71	0.989646626934512
cd163	gut s__Clostridium_spiroforme	0.176184963663258	0.138549182596396	72	0.989646626934512
cd163	gut s__Intestinimonas_massiliensis	0.0131232605311571	0.904407432531345	86	0.999869556253588
cd163	gut s__Clostridium_sp._AF36_4	-0.0663007878197752	0.563371210076081	78	0.989646626934512
cd163	gut s__Dysosmobacter_sp._BX15	0.021125659566152	0.847560892257949	85	0.999869556253588
cd163	gut s__Clostridium_sp._L2_50	0.19315188762072	0.117220832473557	67	0.989646626934512
cd163	gut s__Clostridium_sp._AF37_5	-0.0435542391706775	0.711961188134443	74	0.991466734405916
cd163	gut s__Negativibacillus_massiliensis	0.123758519961052	0.276574526730205	79	0.989646626934512
cd163	gut s__Intestinimonas_butyriciproducens	0.0776546063493561	0.476554743293419	86	0.989646626934512
cd163	gut s__Anaerotignum_faecicola	-0.183369161618136	0.0929860085924816	85	0.989646626934512
cd163	gut s__Clostridium_sp._AF15_41	0.0810751748251748	0.51994185087616	65	0.989646626934512
cd163	gut s__Clostridium_sp._1001270H_150608_G6	0.108985204097327	0.414405673320821	58	0.989646626934512
cd163	gut s__Clostridium_sp._AM42_36	0.259696620583717	0.0401260384337078	63	0.989646626934512
cd163	gut s__Clostridium_sp._AM49_4BH	0.0436379665001469	0.694722700879865	83	0.990175851017962
cd163	gut s__Blautia_ammoniilytica	-0.047351290155196	0.664489994956745	86	0.989646626934512
cd163	gut s__Barnesiella_intestinihominis	0.0652746497690575	0.596103783268851	68	0.989646626934512
cd163	gut s__Collinsella_tanakaei	0.0121531421854666	0.913048596190631	83	0.999869556253588
cd163	gut s__Phocea_massiliensis	0.00161328364545497	0.98828150670881	86	0.999869556253588
cd163	gut s__Intestinimonas_sp._MSJ_38	0.0896174347846597	0.411167095409204	86	0.989646626934512
cd163	gut s__Clostridium_sp._1001270J_160509_D11	-0.00536478446926208	0.965936077978695	66	0.999869556253588
cd163	gut s__Dysosmobacter_welbionis	0.199048294016402	0.0695892420266519	84	0.989646626934512
cd163	gut s__Ruminococcus_champanellensis	0.0869089804596537	0.431069811275806	84	0.989646626934512
cd163	gut s__Suilimivivens_aceti	-0.0464267182414265	0.670658044412554	86	0.989646626934512
cd163	gut s__Pseudoflavonifractor_capillosus	0.0742393509127789	0.496202605524929	86	0.989646626934512
cd163	gut s__Clostridium_sp._AF43_10	0.0997807818779686	0.413765143836409	69	0.989646626934512
cd163	gut s__Faecalibacillus_sp._H12	-0.0848484848484849	0.582816824656327	44	0.989646626934512
cd163	gut s__Ruminococcus_sp._NSJ_13	-0.0742622630447528	0.498651088147887	85	0.989646626934512
cd163	gut s__Turicibacter_sanguinis	-0.0621283689913865	0.636407070810869	60	0.989646626934512
cd163	gut s__Jingyaoa_shaoxingensis	-0.152261899146186	0.161384822668329	86	0.989646626934512
cd163	gut s__Dorea_ammoniilytica	-0.184286726738888	0.0933185405900874	84	0.989646626934512
cd163	gut s__Clostridium_sp._OM08_29	0.116989404457435	0.337588067591886	69	0.989646626934512
cd163	gut s__Terrisporobacter_mayombei	-0.206141584622597	0.06668891799152	80	0.989646626934512
cd163	gut s__Clostridium_sp._AF23_8	-0.135740733671794	0.269027639526057	68	0.989646626934512
cd163	gut s__Mediterraneibacter_butyricigenes	-0.257357826851671	0.0176469621094665	85	0.989646626934512
cd163	gut s__Oribacterium_sp._oral_taxon_102	0.19402652627316	0.0770422838087798	84	0.989646626934512
cd163	gut s__Dorea_sp._AF24_7LB	-0.0355786288786583	0.750538323433378	82	0.996285460775429
cd163	gut s__Dorea_sp._OM07_5	-0.114627285513361	0.310640867883788	80	0.989646626934512
cd163	gut s__Alistipes_communis	0.160330261136713	0.208850646479827	63	0.989646626934512
cd163	gut s__Alistipes_indistinctus	-0.00764163372859025	0.960441224285153	45	0.999869556253588
cd163	gut s__Dorea_sp._AM10_31	0.0093609536837991	0.932162748162906	85	0.999869556253588
cd163	gut s__Streptococcus_parasanguinis	0.147021257982679	0.223997060679228	70	0.989646626934512
cd163	gut s__Agathobaculum_sp._M2	0.0824272700558331	0.458044884948593	83	0.989646626934512
cd163	gut s__Streptococcus_thermophilus	-0.0515893313847278	0.673093675617639	69	0.989646626934512
cd163	gut s__Alistipes_ihumii	0.226763365314397	0.0764444764729426	62	0.989646626934512
cd163	gut s__Qingrenia_yutianensis	-0.0675547719332615	0.545757276691312	82	0.989646626934512
cd163	gut s__Parolsenella_massiliensis	-0.00328618749671381	0.977407347931312	77	0.999869556253588
cd163	gut s__Allisonella_histaminiformans	0.0438392384981491	0.73667218239862	61	0.994592994695749
cd163	gut s__Dorea_sp._NSJ_36	-0.0191514299109236	0.865875329820849	80	0.999869556253588
cd163	gut s__Prevotella_sp._P4_67	0.241014257662426	0.0853089202318634	52	0.989646626934512
cd163	gut s__Prevotella_sp._P5_64	0.0969924812030075	0.475937805590331	56	0.989646626934512
cd163	gut s__Dorea_sp._AM13_35	-0.0013476490188819	0.990985100359776	74	0.999869556253588
cd163	gut s__Schaalia_odontolytica	0.0887533875338753	0.429971224149027	81	0.989646626934512
cd163	gut s__Terrisporobacter_glycolicus	-0.0593048742302474	0.635445033941182	66	0.989646626934512
cd163	gut s__Prevotella_sp._P4_51	-0.0272727272727273	0.841530116575995	56	0.999869556253588
cd163	gut s__Prevotella_sp._P5_108	-0.000434216239687364	0.997946987097344	48	0.999869556253588
cd163	gut s__Bacteriophage_sp.	0.0939715016441359	0.441578405572666	69	0.989646626934512
cd163	oral s__Streptococcus_mitis	-0.0426934217707065	0.701014383627129	83	0.990175851017962
cd163	oral s__Streptococcus_salivarius	-0.067797321690945	0.541801751740947	83	0.989646626934512
cd163	oral s__Streptococcus_parasanguinis	0.0321565005667268	0.772486144321846	83	0.999036541207206
cd163	oral s__Streptococcus_oralis	0.151001217413207	0.172676416004882	83	0.989646626934512
cd163	oral s__Rothia_mucilaginosa	0.110392790674895	0.322805125362231	82	0.989646626934512
cd163	oral s__Neisseria_mucosa	0.163444150785923	0.152509656945746	78	0.989646626934512
cd163	oral s__Haemophilus_parainfluenzae	0.0601538947116379	0.590688386025984	82	0.989646626934512
cd163	oral s__Neisseria_sicca	0.0919080919080919	0.425816692580966	77	0.989646626934512
cd163	oral s__Streptococcus_infantis	-0.157592040636413	0.154523149692288	83	0.989646626934512
cd163	oral s__Schaalia_odontolytica	0.0315752461322082	0.780576435066836	80	0.999036541207206
cd163	oral s__Prevotella_melaninogenica	-0.0239886695582898	0.834564026308863	78	0.999869556253588
cd163	oral s__Actinomyces_sp._ICM47	-0.115238558909445	0.311183503098393	79	0.989646626934512
cd163	oral s__Gemella_haemolysans	0.102921129503408	0.36598442566705	79	0.989646626934512
cd163	oral s__Streptococcus_sanguinis	0.155115234456992	0.161169636820761	83	0.989646626934512
cd163	oral s__Actinomyces_graevenitzii	-0.0842502776749352	0.474587886416629	74	0.989646626934512
cd163	oral s__Streptococcus_pseudopneumoniae	-0.119768271693044	0.280218105063357	83	0.989646626934512
cd163	oral s__Streptococcus_sp._263_SSPC	-0.0704498209640731	0.528647838898675	82	0.989646626934512
cd163	oral s__Veillonella_atypica	0.080736224028907	0.472908566115626	81	0.989646626934512
cd163	oral s__Haemophilus_parahaemolyticus	0.131674641148325	0.256267892435873	76	0.989646626934512
cd163	oral s__Prevotella_histicola	0.0328618749671381	0.776199378701502	77	0.999036541207206
cd163	oral s__Streptococcus_cristatus	0.085155954829772	0.44325688342847	83	0.989646626934512
cd163	oral s__Streptococcus_pneumoniae	-0.121216573611519	0.27441083513062	83	0.989646626934512
cd163	oral s__Neisseria_subflava	0.0616500711237553	0.598542758997866	75	0.989646626934512
cd163	oral s__Streptococcus_australis	-0.228202006632803	0.0382018595216881	83	0.989646626934512
cd163	oral s__Veillonella_dispar	0.00557813911472448	0.960571488868835	81	0.999869556253588
cd163	oral s__Gemella_sanguinis	-0.0396498887536207	0.721423618337034	83	0.992562696369744
cd163	oral s__Haemophilus_haemolyticus	0.0532536650667711	0.634030106652474	82	0.989646626934512
cd163	oral s__Streptococcus_sp._oral_taxon_431	-0.155388102934386	0.160427131003802	83	0.989646626934512
cd163	oral s__Streptococcus_rubneri	-0.00382015868351455	0.972843665979955	82	0.999869556253588
cd163	oral s__Streptococcus_vestibularis	-0.0237815372990219	0.830718340123724	83	0.999869556253588
cd163	oral s__Streptococcus_sp._M334	-0.0406939410759569	0.716096559149585	82	0.991466734405916
cd163	oral s__Prevotella_pallens	-0.00556305871760242	0.963020006851707	72	0.999869556253588
cd163	oral s__Lancefieldella_parvula	0.0299697729757541	0.802272530789806	72	0.999869556253588
cd163	oral s__Prevotella_jejuni	-0.111569416498994	0.353470094458222	71	0.989646626934512
cd163	oral s__Streptococcus_gordonii	0.206477477855674	0.0612244404766932	83	0.989646626934512
cd163	oral s__Granulicatella_adiacens	0.00649320206282232	0.954391540597607	80	0.999869556253588
cd163	oral s__Actinomyces_bouchesdurhonensis	-0.00336505599663494	0.976863095230189	77	0.999869556253588
cd163	oral s__Veillonella_parvula	0.0915377402719175	0.418572910621871	80	0.989646626934512
cd163	oral s__Rothia_sp._P3C3_S176	0.0183075480543835	0.871737336883894	80	0.999869556253588
cd163	oral s__Veillonella_rogosae	-0.20118414035546	0.0700175944047609	82	0.989646626934512
cd163	oral s__Actinomyces_oris	0.168612283169245	0.1347056326185	80	0.989646626934512
cd163	oral s__Haemophilus_sputorum	-0.0724331926863572	0.5223829938058	80	0.989646626934512
cd163	oral s__Rothia_sp._HMSC065C12	0.075316169828365	0.503204594181888	81	0.989646626934512
cd163	oral s__Streptococcus_sp._HSISS2	-0.00293014533520863	0.979455025743412	80	0.999869556253588
cd163	oral s__Rothia_dentocariosa	0.106387283602473	0.353151133910104	78	0.989646626934512
cd163	oral s__Streptococcus_timonensis	-0.126967801519667	0.252153729111924	83	0.989646626934512
cd163	oral s__Lautropia_mirabilis	0.0704640177827174	0.591756133046214	60	0.989646626934512
cd163	oral s__Streptococcus_sp._HMSC067H01	-0.202846228118047	0.0660014074736852	83	0.989646626934512
cd163	oral s__Streptococcus_sp._Marseille_Q3533	-0.0493670886075949	0.663047138000522	80	0.989646626934512
cd163	oral s__Rothia_sp._HMSC072B04	0.0899954832881662	0.423524680450354	81	0.989646626934512
cd163	oral s__Veillonella_tobetsuensis	-0.151795572848204	0.187160940200407	77	0.989646626934512
cd163	oral s__Alloprevotella_tannerae	-0.188841886822572	0.125745462373899	67	0.989646626934512
