"","Coprococcus [Genus]","Anaerostipes [Genus]","Coprococcus catus","Ruminococcus [Genus]","Ruminococcaceae [Family]","Clostridiales [Order]","Clostridium [Genus]","Oscillospira [Genus]","Lachnospiraceae [Family]","Ruminococcus bicirculans","Ruminococcus callidus","Ruminococcus bromii","Faecalibacterium prausnitzii","Faecalibacterium [Genus]","Methanobrevibacter [Genus]","Butyricicoccus pullicaecorum","Christensenellaceae [Family]","Klebsiella pneumoniae","Escherichia coli","Haemophilus parainfluenzae","Bilophila [Genus]","Desulfovibrio [Genus]","Actinomyces odontolyticus","Bifidobacterium [Genus]","Bifidobacterium longum","Akkermansia muciniphila","Bacteroides [Genus]","Bacteroides vulgatus","Bacteroides ovatus","Bacteroides uniformis","Prevotella [Genus]","Prevotella copri","Prevotella stercorea","Parabacteroides [Genus]","Parabacteroides distasonis","Rikenellaceae [Family]","Butyricimonas [Genus]","S24-7 [Family]","Turicibacter [Genus]","Phascolarctobacterium [Genus]","Coriobacteriaceae [Family]","Collinsella aerofaciens","Senegalimassilia anaerobia","SMB53 [Genus]","[Mogibacteriaceae] [Family]","Mogibacterium [Genus]","Streptococcus thermophilus","[Eubacterium] biforme","Erysipelotrichaceae [Family]","Catenibacterium mitsuokai","Ralstonia solanacearum","Blautia [Genus]","Blautia wexlerae","Blautia obeum","Lachnospira [Genus]","Blautia hominis","Roseburia [Genus]","Roseburia faecis","Dorea [Genus]","[Ruminococcus] [Genus]","Fusicatenibacter saccharivorans","Dorea formicigenerans","Coprococcus eutactus","Dorea longicatena","Anaerostipes hadrus"
"Ruminococcus callidus",0.30951282132641,1.19983258330811,-0.121101093744805,-0.299647857940267,-0.0512665976533528,-0.053562960282324,-0.0433800140697362,-0.212031568757273,0.0167938626582237,0.0857141975416554,0,0.247678875288104,0.137549285058151,0.141065068506344,0.423963649102782,-0.12808557495024,-0.168849372943993,-0.449902165239754,-0.0814156263781574,0.248554566685174,0.0746867105831885,0.107938753913392,0.232969722762609,-0.270704013970867,-0.192284534692087,-0.0489457670792163,0.00585585911723047,0.100282268053352,-0.305470200916832,-0.44728552797227,-0.42262889296735,0.108281780448958,-0.079762325117899,-0.133509761789783,0.2099880143731,-0.224020599508692,-0.108140020287159,0.28664503666844,-0.313630002246654,0.1729652888749,-0.253646728726036,0.279300338756886,0.0766766171151021,-0.0183568170804861,-0.391986618712233,-0.221905164140242,0.600926623749718,0.210458709165772,-0.218201601062984,0.151377660128763,0.205046140763688,0.099208852766912,0.0535824728776983,0.186472062473819,-0.240515475791945,-0.755475682842105,-0.0213343237009971,0.217524914910566,0.234278183940873,0.377534808466107,0.0198394785790212,0.269381738138692,-0.15076148509195,0.0353052795700641,0.432544661266987
"Ruminococcus bromii",-0.083697398036234,0.449909174866408,-0.376196289218183,-0.073473133908115,-0.0622547111799197,-0.14314368196945,-0.245455790602385,-0.148277171569144,0.0224783604158165,0.00726151571914373,0.247678875288104,0,-0.0858363881610252,-0.00838495642106671,-0.247760812619304,-0.44314049254321,-0.268435550516883,0.359034850179309,-0.0555696640109189,0.162053646313995,-0.0230352782895913,-0.241150525643951,0.37494429835888,-0.201892899251569,-0.406044866729461,0.351802058213048,0.0805052598788852,-0.0337706607180805,-0.23790445806153,-0.0146570397351604,-0.259141430836123,0.0315574549669881,0.0701339659298135,-0.570575685629503,-0.238341764371615,0.0619193895426982,-0.0809705901013186,-0.0360792499651695,-0.0975032764718922,0.061469743596816,-0.330756767724659,-0.212829722599155,-0.205517693985516,0.169049170759534,-0.062313988615837,-0.123057574071058,-0.127968527046929,-0.24874565958557,0.608418139798068,-0.272560252123092,-0.0417327034765772,0.104767797385293,0.168284342670593,-0.00690174862696705,-0.305476781416996,0.187569121110629,-0.19036582476568,0.478126233522391,0.0943026583907591,-0.0450420978695772,0.0906513157436112,0.197162978134461,0.0320335498388824,-0.0428671719537748,0.032686649379463
"Faecalibacterium prausnitzii",-0.155507830598636,0.609678484879457,-0.36388491522859,-0.083469527543598,0.0655279517612885,0.150960048922858,-0.250679749674365,0.058640626708446,-0.0537343183114226,0.00511223933045865,0.137549285058151,-0.0858363881610252,0,-0.0148664644522865,-0.0566748248812479,0.0575441733918761,-0.0864258622628383,0.263780235137858,-0.458325933888593,0.254801926704335,0.0577722861875938,0.0684843949428359,0.281700833548214,0.155544957954286,-0.12350818332614,0.0823954110048631,0.0760502587480013,0.164803803701885,-0.117269852037061,-0.00982784677875362,-0.594348524910434,0.0451175992476371,0.0497022477752461,0.09597836732858,0.00729144615047239,0.23557999145794,0.137340506337187,0.124814647140165,-0.457739231091139,0.205643289126894,-0.174203309577435,-0.306842167244347,0.154749364390652,-0.100893656171506,-0.106044341460076,-0.201419625113609,0.269497876295729,-0.043802246727728,0.0255070704495581,0.0304178480331836,-0.0190529964192192,0.0511717668525745,-0.0703597001775172,0.0936056966850734,-0.0392039515503113,-0.039172346449183,-0.0222777583740701,0.773819604598898,-0.0868139844922106,-0.11807496879649,0.0238626631539315,-0.0781440946521186,-0.0341391152323688,-0.014261188832471,-0.337976883348912
"Faecalibacterium [Genus]",0.16213512379727,0.190512351193163,0.857871449134574,-0.258704177959841,-0.152167144019625,-0.022888644107245,-0.150019552342093,0.0348372311842768,-0.135059409020441,0.782573745956837,0.141065068506344,-0.00838495642106671,-0.0148664644522865,0,-0.325361403102073,0.0367112245156266,0.069415878437226,0.556323684481523,-0.305226113201571,0.116906823547895,-0.475184414911083,-0.264241944681053,-0.554485509267331,-0.468747337286577,0.490911645223042,0.130234233196284,-0.119616748592751,-0.0489266589552118,0.274161275650187,-0.0752249650532376,-0.0267212975510447,0.170294926538209,-0.413118164185261,0.00480417249585173,-0.221159672458635,0.0364953243223469,-0.702156933295857,-0.0569382369437997,-0.509655517112153,-0.192162979641143,0.0417732397588417,-0.0681930339930562,0.141920467552654,0.248640550684034,0.180496888957527,0.165134163935058,0.126812730198915,-0.297421698950262,0.142057204217983,0.167538701833579,-0.155751338850802,-0.454742582151766,-0.343846918634729,-0.246807577962673,0.0262559061018816,-0.151680068421248,0.0943158556774955,0.577707751273132,0.244736238682342,-0.289842450750752,-0.266356188889625,-0.0821022088619228,-0.150536275561038,-0.0288282651074941,0.149905953865325
"Methanobrevibacter [Genus]",-0.0673729252305603,-0.2705840339463,-0.14474357376556,-0.382383146865409,-0.190545074204415,-0.256767246077459,0.380776864037303,-0.256924426938596,0.113252992568739,0.324231141879455,0.423963649102782,-0.247760812619304,-0.0566748248812479,-0.325361403102073,0,-0.215718262368562,-0.600220853837111,-0.544456292353996,0.291404376969108,0.596261411071244,-0.00189596313402945,-0.130935576230478,0.488639742069739,-0.18091765620666,0.407692306721358,-0.454040570789838,-0.101712337392875,-0.289902999416966,0.465356801331921,0.13696941998358,-0.17274151360075,-0.119125108720314,-0.515226390822046,0.0783997175312028,0.116716935520077,-0.351762241231005,0.128885716796965,-0.17885836463978,-0.159134762172686,0.0627704727309814,-0.169394102476722,-0.0553354411925465,-0.0706513499825132,-0.265830933598972,-0.319028988116282,0.0867112755265818,0.287153337307044,-0.173259648561582,-0.0227832685742678,-0.015652087118826,-0.581914902221048,0.0864132956204417,0.319397662311981,0.196764714058024,-0.210515986040679,-0.0825438649629981,0.280726093285882,0.0729108292425227,-0.156059781985553,0.0195597363135216,0.0433197301547255,0.399247076309968,0.226758741964872,0.201034158604792,-0.063689726097904
"Butyricicoccus pullicaecorum",0.201690560929951,0.112734487179195,0.164009685445895,-0.0857738498766544,-0.18646919294571,-0.192590759238408,-0.159297485858464,-0.0499799145460502,-0.139841754835448,-0.0534254398983804,-0.12808557495024,-0.44314049254321,0.0575441733918761,0.0367112245156266,-0.215718262368562,0,-0.317123347708609,0.331886927739356,0.466592584153816,-0.041221115382242,-0.20472543201693,0.211210497454916,0.141367290637922,-0.222603766139868,-0.349803731948654,0.110400000199272,-0.204283185223666,-0.111447756577209,-0.323274348410059,0.0946864333860063,-0.13025681162077,0.039299209731214,-0.322963840198244,-0.259745687375561,-0.322114100495401,-0.814498225619322,-0.651997106664187,-0.418558170408787,0.14518271352536,-0.411836015420295,0.0849458433424455,-0.255822598486406,0.136781056071792,-0.13495194802644,0.228058095940366,0.0123760261847358,-0.184079402172808,0.265709741363402,0.221783605182166,0.161561067964267,-0.246856057789173,0.419725959150702,0.441616245177376,-0.0520631863086524,-0.312869245765168,0.137514774020996,0.238703075868326,-0.184226868186238,0.207348373912343,0.0276340694664916,0.0563684103010203,0.381713975040201,-0.811108871322762,0.261001266128283,-0.0203688688693895
"Christensenellaceae [Family]",-0.122266983372392,-0.263722840704765,-0.141345187402429,-0.236861272591065,0.0338379987599979,-0.043596649565645,-0.248118913509411,-0.1913231181469,0.0666711050139344,-0.045450481023863,-0.168849372943993,-0.268435550516883,-0.0864258622628383,0.069415878437226,-0.600220853837111,-0.317123347708609,0,-0.61605092858492,0.024464709603618,0.401871275132292,-0.192770564052753,-0.3679861296435,0.26134060936824,-0.144598808025294,-0.0564449053703408,-0.0661453149806164,0.0259543831483702,-0.661845164968987,0.103204244640088,-0.0466229887497744,0.19804887266661,-0.155472469313953,-0.558369468459187,-0.011918659364612,-0.140261429135087,-0.578284322891238,-0.0376869927819178,-0.181164161351491,-0.185503532652481,-0.206369047386454,0.0906748954839373,-0.288025294913554,-0.132740086516443,-0.15764215872555,-0.0231842230841325,-0.0757826692110546,0.288624582541871,-0.528281702380314,0.161986326975032,-0.154027531320375,-0.040523666565407,-0.0352867786005152,-0.0152940359231496,0.346843569646197,-0.00242672550411014,0.432594331850959,0.0497346487771359,-0.0692705249419963,-0.0266225974696052,-0.178262107493678,0.405469334629072,0.0320769601357379,-0.143272998806909,0.00537885588624111,0.176638057009942
"Klebsiella pneumoniae",-0.0349931022863101,0.648449214966689,0.341971064853576,-0.0130685366182396,0.263936702636653,0.169094415068921,0.182271859576405,-0.0488692358094088,-0.114172869232026,0.354761040244301,-0.449902165239754,0.359034850179309,0.263780235137858,0.556323684481523,-0.544456292353996,0.331886927739356,-0.61605092858492,0,-0.300947377402696,0.0653060208005,-0.186969561460484,-0.108359884719601,-0.1215879488229,-0.107854884318629,-0.251400660534035,0.15653024343495,0.21001050934179,-0.145044933111133,-0.327751919992978,0.0709119232963907,0.0538333551887226,-0.35948093114285,-0.364716310660615,0.677764171890592,0.0064282241352807,0.427510576384897,0.154451913957216,0.185718377590865,0.203247123937667,-0.392226807140961,-0.219908635748669,0.174334278380969,0.0879972284914744,0.406182045891224,0.0732051964374434,-0.272017746443508,0.151744008727994,0.419870122965421,-0.15820717079254,-0.245342083147678,-0.217587044146766,-0.10696106897296,0.0569352870541136,-0.0810306865717938,-0.19153241941977,0.13218573566002,-0.186221882561721,0.0588538306058147,0.428923340172695,0.288851123568517,0.215089844551629,0.0320003824024913,0.495854111614015,0.127399495057938,-0.272740049135616
"Escherichia coli",-0.098238482350896,-0.517581021616753,0.407498799416046,-0.190128105794853,0.045106755374805,0.124320389620153,0.0810125731569872,0.0509796918921685,-0.121097986594977,-0.130816036118045,-0.0814156263781574,-0.0555696640109189,-0.458325933888593,-0.305226113201571,0.291404376969108,0.466592584153816,0.024464709603618,-0.300947377402696,0,0.209476975933309,0.0390669054830216,0.345160678816069,0.264466983867142,-0.599061384649777,0.280388875921942,0.251146276546857,0.298737422058411,-0.105431043980103,-0.138527958692561,0.0987153548674038,-0.155973939869481,-0.323362854300222,0.0343230864414087,0.508611976144198,0.61228211952043,-0.268453918010175,0.238297566025295,0.0242918202523567,0.0988768625503775,-0.475763899548161,0.152029212450861,-0.132215012296326,-0.0484292202384991,0.085846306242041,0.114583963644859,0.32310019275805,-0.189125204619248,0.37377345670811,-0.151384924440267,-0.0945076600609185,-0.00583183610915716,0.13899033624552,-0.23525877998311,-0.0703554892051066,-0.0733365565315234,-0.0654285482819177,-0.108168628604496,-0.425312946223374,0.0967825410977204,-0.0433994593224205,-0.274243661353284,-0.0428814695551296,0.167827693246031,-0.0414258094923355,0.0876938779128372
"Haemophilus parainfluenzae",-0.102526712088968,-0.529319678936628,-0.366413761056982,-0.197049298550034,-0.455219794648908,-0.405379044860842,-0.611794456625532,-0.322764444552384,-0.133136233324996,0.036890668221817,0.248554566685174,0.162053646313995,0.254801926704335,0.116906823547895,0.596261411071244,-0.041221115382242,0.401871275132292,0.0653060208005,0.209476975933309,0,-0.158422444554222,-0.13280552691766,0.336342431420398,0.470991763313955,0.233786729936804,0.247623194745362,-0.0272734151052211,0.5969491424992,0.178129724200503,-0.079428470890671,-0.0923459436888305,-0.201321764345254,0.783778029966118,0.322217669970805,0.167465300618995,0.404296889491134,0.0413527986338146,0.379090207137179,-0.0375515438469922,-0.270794424335138,0.0584621015707456,0.159096045370274,0.187137560209463,-0.242300599784866,-0.324452433484596,0.0591106648625594,0.0814231760066188,0.0319094464503081,-0.0902936825267686,0.157850492013525,0.588913985891201,-0.230151537380792,-0.162438177174363,-0.275454641585718,0.214773489823798,0.232286231281061,0.0329604322495887,-0.21970518993624,-0.299286631985047,-0.0967578417764155,0.0156162286921014,-0.391169389006584,-0.515755067710619,-0.24093703511142,-0.0424414275559027
"Bilophila [Genus]",-0.0489822536402386,0.0155096228867346,-0.287229230340748,-0.439108782478148,0.114645703961669,-0.0475283436750199,-0.2635366480415,-0.010548296152534,0.0449748433504199,0.161457715023511,0.0746867105831885,-0.0230352782895913,0.0577722861875938,-0.475184414911083,-0.00189596313402945,-0.20472543201693,-0.192770564052753,-0.186969561460484,0.0390669054830216,-0.158422444554222,0,-0.0487186331110669,0.156896344546159,-0.415752646491765,0.181424392414303,-0.209514901915658,-0.103317212163455,-0.289808928876393,-0.290887269351816,-0.448389717520244,-0.222120896653014,0.291799530176519,-0.146752898287703,-0.199780728123587,-0.211712930695568,-0.606256961267086,0.256981620352604,0.0851774410449625,0.410432497580793,0.016281714945095,0.305154042207968,-0.114852934124111,0.264740787108476,0.285035340729243,0.10804979702855,0.822947967289228,0.348133585982489,-0.164440156999709,0.0389164255069907,0.238962606597933,-0.109968628504649,0.146330923836614,-0.036254568222582,-0.220643559800669,-0.132765601846578,-0.207056646209076,0.162958786795747,0.167376548634136,0.148390728348017,0.128623355451125,0.34043421916219,0.194207290254778,-0.170707107604921,0.106754425607933,-0.14060552689969
