"","s__Prevotella_copri","s__Prevotella_stercorea","s__Prevotella_hominis","s__Phocaeicola_vulgatus","s__Succinivibrio_dextrinosolvens","s__Faecalibacterium_prausnitzii","s__Catenibacterium_mitsuokai","s__Prevotellamassilia_timonensis","s__Prevotella_sp._885","s__Bacteroides_caccae","s__Butyrivibrio_crossotus","s__Roseburia_faecis","s__Succinivibrio_sp._AGMB01872","s__Bacteroides_uniformis","s__Lachnospira_eligens","s__Bacteroides_ovatus","s__Roseburia_inulinivorans","s__Parabacteroides_distasonis","s__Roseburia_intestinalis","s__Dorea_longicatena","s__Extibacter_muris","s__Prevotella_sp._Marseille_P4119","s__Prevotella_pectinovora","s__Simiaoa_sunii","s__Bacteroides_fragilis","s__Coprococcus_eutactus","s__Bacteroides_stercoris","s__Ruminococcus_flavefaciens","s__Ruminococcus_callidus","s__Bacteroides_thetaiotaomicron","s__Blautia_wexlerae","s__Ruminococcus_bromii","s__Anaerostipes_hadrus","s__Coprococcus_comes","s__Holdemanella_biformis","s__Mitsuokella_jalaludinii","s__Parabacteroides_merdae","s__Holdemanella_porci","s__Brachyspira_aalborgi","s__Hallella_faecis","s__Odoribacter_splanchnicus","s__Oscillibacter_sp._ER4","s__Sutterella_wadsworthensis","s__Ruminococcus_bicirculans","s__Vescimonas_coprocola","s__Mediterraneibacter_faecis","s__Prevotella_sp._P3_122","s__Vescimonas_fastidiosa","s__Oscillibacter_valericigenes","s__Oscillibacter_sp._MSJ_31","s__Kineothrix_sp._MSJ_39","s__Anaerovibrio_lipolyticus","s__Prevotella_sp._P4_67","s__Waltera_intestinalis","s__Dialister_succinatiphilus","s__Duodenibacillus_massiliensis","s__Faecalibacterium_sp._HTFF","s__Blautia_obeum","s__Ruminococcus_sp._210702_SL_1_03","s__Bifidobacterium_adolescentis","s__Fusicatenibacter_saccharivorans","s__Prevotella_sp._P4_51","s__Anaerobutyricum_hallii","s__Collinsella_aerofaciens","s__Clostridium_sp._D43t1_170807_D5","s__Phascolarctobacterium_succinatutens","s__Gemmiger_formicilis","s__Flavonifractor_plautii","s__Prevotella_sp._P5_64","s__Alistipes_shahii","s__Prevotella_sp._P5_108","s__Veillonella_parvula","s__Ruminococcus_torques","s__Clostridium_sp._1001270H_150608_G6","s__Prevotella_multisaccharivorax","s__Brotolimicola_acetigignens","s__Paraprevotella_clara","s__Clostridium_sp._L2_50","s__Phascolarctobacterium_sp._Marseille_Q4147","s__Blautia_massiliensis","s__Roseburia_hominis","s__Roseburia_sp._CLA_AA_H209","s__Waltera_sp._CLA_AA_H273","s__Eubacterium_coprostanoligenes","s__Pumilibacter_sp._CLA_AA_M10","s__Megasphaera_elsdenii","s__Roseburia_sp._CLA_AA_H204","s__Pseudoflavonifractor_sp._MSJ_30","s__Dorea_formicigenerans","s__Parabacteroides_sp._AGMB00274","s__Clostridium_sp._BIOML_A1","s__Victivallis_vadensis","s__Blastocystis_sp._subtype_1","s__Clostridium_sp._AF15_41","s__Blautia_luti","s__Oscillibacter_sp._MCC667","s__Clostridium_sp._AF23_8","s__Butyricimonas_virosa","s__Clostridium_sp._AM42_36","s__Alistipes_communis","s__Ruminococcus_sp._NSJ_71","s__Butyricimonas_faecihominis","s__Alistipes_senegalensis","s__Dysosmobacter_sp._BX15","s__Oliverpabstia_intestinalis","s__Anaerocaecibacter_sp._CLA_AA_M11","s__Sutterella_sp._AM11_39","s__Sutterella_sp._KLE1602","s__Clostridium_sp._AF43_10","s__Anthropogastromicrobium_aceti","s__Lachnoclostridium_sp._210928_DFI_6_3","s__Absicoccus_porci","s__Faecalibacterium_sp._I3389","s__Ruminococcus_sp._FMBCY1","s__Eubacterium_ramulus","s__Faecalibacterium_sp._CLA_AA_H233","s__Mogibacterium_kristiansenii","s__Anaerotignum_faecicola","s__Methanobrevibacter_smithii","s__Ruminococcus_sp._BSD2780120874_150323_B10","s__Desulfovibrio_piger","s__Clostridium_sp._AF37_5","s__Clostridium_sp._AF36_4","s__Bacteriophage_sp.","s__Microviridae_sp.","s__Metaprevotella_massiliensis"
"s__Bacteroides_stercoris",-0.318947138338595,-0.361683655683951,0.360003069848566,0.12722403682627,0.222875461666564,0.100276602335607,0.42771510975211,0.158459962863591,-0.522264822833527,0.175902127983502,-0.233823948862716,-0.0303919528187671,0.114729567695889,0.244501607009946,-0.0729665092906367,-0.0987462318258074,0.124090680197437,-0.125183914028695,-0.0563233634504283,0.2232634962922,-0.0117747649490694,-0.427138075884953,-0.32808909110546,-0.42038137480585,0.091378505894096,-0.226690742250409,0,0.663869191540216,-0.15533670664126,0.0052382885866723,0.3716451520008,0.542189199304495,-0.021091785565894,0.187061275325473,0.166970663795696,0.152327941963797,-0.0876932532726167,0.177340788468694,-0.264755766287658,-0.295117037401359,-0.180454921939933,-0.0623972387705151,-0.246962870322435,0.298735223388062,0.431880114862323,0.0407554555381585,-0.51701124577118,0.422695235245297,0.360838993431663,0.225796617555603,-0.213428946261765,-0.592100832034744,-0.287279058065091,-0.509082015498063,-0.0216675581306734,-0.467500076551875,0.0564246752762941,0.41573896850503,0.61528733689598,0.130331645011978,0.557366939657718,-0.689556610921006,-0.093561507154202,0.379501685995381,-0.0469173786110811,0.103187156355482,1.27992683392306,0.360798758951243,-0.460020464002905,0.12035414669993,-0.756542833578413,-0.0599903279869094,0.204687701524529,-0.249225325093823,-0.0712312725027085,-0.300826832185524,-0.239653473338266,0.188302858143651,-0.0911361519944431,0.464380130936022,-0.104037374107075,-0.0729230033761625,-0.114124500736904,0.00974659565732141,0.330959708779947,0.792150659246558,-0.194887081878371,0.0830586142540854,0.254785736410365,0.379425663037105,0.300402108792907,0.305004197132114,-0.470755106662385,0.343763439601782,0.237662509955505,-0.016888937799475,-0.0520073284715665,0.234502078516367,-0.138956600595323,-0.221877799286662,0.179579418751284,-0.126305128020473,0.0884765563817085,0.0345174899626386,0.0134338638481674,-0.0622421565637163,-0.296091733667664,-0.0669339740014767,-0.16634021693328,0.122380414314112,0.203971193256463,0.131234590835043,-0.280241373701777,0.13067773599055,-0.00801796283170111,-0.373502390161932,-0.327121536805014,-0.462914014039878,0.278185735187361,-0.0932952836270663,-0.403587373951288,-0.406063234736045,-0.536087484072233,-0.0780123048747093,0.482766186691526,0.191039856545131
"s__Ruminococcus_flavefaciens",-0.0587243012928055,-0.177382536440749,-0.505476520748416,0.368642244278005,-0.094611137971454,0.0152958135603101,-0.413647532710749,-0.645723877505873,-0.00819861702921185,0.444016131301489,0.212927756238584,-0.0058526078879261,-0.0255171649307397,0.368105142230592,-0.304593972294619,0.293015226145184,-0.223750572653061,0.390367422205451,0.0183186894016357,-0.179844162456631,0.0288587841540072,-0.0457080770422154,-0.139207166810759,0.246068736205831,0.356513673323995,-0.119135267775496,0.663869191540216,0,-0.0452309828916901,0.258488433743659,-0.347922750363779,-0.0233621496207085,-0.305193527582205,0.00535101095264567,-0.387922004477412,-0.16667382032071,0.866669854871047,-0.218034422756887,-0.43333611308002,-0.18067771837929,0.238687592002005,0.0544581504578119,-0.114433155802065,-0.211625601808237,0.139516888669402,-0.283738655309472,0.258104432902839,0.0918795165397016,0.003701240175364,-0.0980232179542744,-0.334631977804036,0.149081080487475,0.0475274513917472,0.398234152968831,0.209206011280006,0.144358560939802,-0.0439157962908007,-0.459395135868059,0.41258352830506,-0.0240908300885031,-0.474233347273015,0.220902669864371,-0.352255361445625,-0.212491850415288,-0.1208805195532,-0.273502932018189,-0.328075048455852,0.00805397121855267,0.00266191713822321,0.0859920605622734,0.254120483869795,-0.0751035023727836,-0.534660647436695,-0.041194565667761,-0.0850248040883004,-0.0856294112373809,0.448944853932784,0.190649660087513,-0.300733959520261,-0.436486223128883,-0.192498385244183,0.130010736035954,-0.213377482261889,-0.310984314615166,0.396284673468372,-0.395426388794126,0.0506617792500585,0.249716258877276,-0.510369851786179,-0.224036224422443,0.0811695164826176,-0.373337847559158,0.497395070595174,0.0694401998818976,-0.404735694554665,0.206920897656259,-0.372884731497838,0.0322648018674241,-0.0917800261015353,0.27145687697753,0.247714451599348,0.449641068308055,-0.0718825785646825,0.0684149980181746,-0.0574525138316194,0.217422209898325,-0.228430247976877,-0.358110465443123,-0.118556623451674,-0.313301250463901,-0.511023407524138,0.273991592516291,0.065355613230523,0.0838157289975742,-0.0530024589046644,-0.0894354653391403,-0.2608561158738,-0.112745037972755,0.199024920167674,0.149421685054914,-0.0818146884322658,0.402598347154044,0.573882032119457,0.337412034369821,-0.0931461442119398,-0.137652051669668
"s__Ruminococcus_callidus",0.38412598668716,0.196720062712884,-0.110682076470835,-0.0630970606360985,-0.175794107982452,0.0573152233434057,-0.614593059866736,-0.328172169672967,0.245438684108386,0.0334267899638038,-0.00745797186931081,0.0379766630675661,-0.442336556792842,-0.136698772377786,0.00313708544948611,-0.173549428337066,0.0910415830199047,-0.185815714136304,-0.00703673220353545,-0.133719784555582,0.255584357593326,-0.0170774458969409,0.114894983199209,-0.230047308676747,-0.394282920212442,0.355701119351388,-0.15533670664126,-0.0452309828916901,0,0.294630598946967,0.000772459128562053,-0.15721371921363,-0.163454409283229,-0.313664301971906,-0.167028959641359,0.157577367400913,-0.111865946636388,-0.184579346149823,-0.761766661007888,0.043288950201634,-0.0384292703389322,-0.0267314045079214,-0.151884617593038,-0.181537424148625,-0.484172414023818,-0.0188932251985851,0.0979616067919047,-0.169982209088411,-0.335738304290849,-0.140845181033858,-0.127691576143226,0.357970495038234,-0.644957567710735,-0.137884099497967,-0.0436542749571977,-0.0428315345473882,0.139740455871988,-0.24474118215591,-0.380329598534605,-0.0212462656506922,-0.0903514821837016,-0.446563669991055,-0.0218960559668987,-0.257212180632764,-0.412482136275334,0.207815675248689,0.150165949368964,-0.540131724140277,-0.341975680216996,-0.419602172959896,-0.135623466283704,0.563104228644904,-0.024599741015936,-0.313412600572414,0.111069102056661,-0.125867626834646,-0.216119112886531,0.263375076932073,0.161588378149676,-0.0745321936163519,-0.207799246072272,0.11684288886543,-0.0464639252807147,-0.0858890041301487,-0.444245229078557,0.143881390129482,-0.177740630097172,0.190365087628417,0.114427573623781,-0.247193041416804,0.144549334375796,0.00611359270319353,0.33005831978372,0.476159096712692,0.0209435363249862,-0.232015559775659,-0.225768989373564,-0.245293878392291,-0.0588387371686872,-0.0399048252194063,-0.34278495685887,0.231217855481218,-0.504194913134636,-0.203823994563866,0.564946238189583,-0.0382682894834886,0.106791324530098,0.120246736802455,-0.331210042981742,0.152727267254062,0.108853036467684,-0.136493317567877,0.127799094135951,-0.248224442809377,0.253338277832368,0.490071663561621,0.514003373678363,-0.103583615451629,-0.307597624347064,-0.320513413352257,0.0172122216728688,0.548000876175359,0.0543485606243593,-0.208190485064344,-0.0529365389092271,-0.388874033201361
"s__Bacteroides_thetaiotaomicron",0.0173950755560082,-0.00865228753859875,0.450100138782753,0.048065744123813,-0.0160446552362349,0.116460673087234,0.0886200853902195,0.492067191592272,-0.122092455147983,-0.320968950773618,-0.30179554485526,-0.0182847370517174,0.427566369447616,-0.0122184719352728,0.0210365697791823,0.25391162816333,0.311476591347823,-0.0745807183771084,0.20917722244179,0.00172778571572749,0.008513561169544,-0.0691763958749193,0.197178632228953,-0.127221961688599,-0.192824830680449,0.0328714991628352,0.0052382885866723,0.258488433743659,0.294630598946967,0,0.358240826513399,0.0158288663913567,0.153101117266382,-0.202524817806238,0.0213254824885917,0.182257039285358,-0.312017966732445,0.201574004986,-0.012871242325747,0.00871593761787087,-0.0293007972179082,0.0955643208659651,0.249032107437076,0.298415927645261,0.138406472290932,0.400523904920647,-0.370887620740941,-0.105252444363619,0.135971333948538,-0.0871508962778848,0.326744165717268,-0.040024618026704,-0.13341956388495,-0.304824604682788,-0.0310835880496352,0.344941002929715,0.246237078751187,0.195015339066512,0.298334492913109,-0.00765926629161993,0.314131167458044,-0.180997590470599,0.00101327047858083,0.321040244094394,-0.0809878448747342,0.668321340699945,0.214722157450186,0.194788800269912,-0.0630798474519103,0.2693116260739,-0.255376925479377,-0.090390435499012,0.399969785399673,-0.262725435665036,-0.177625420173181,0.0525574396709784,-0.129127854011869,-0.0756629381136514,0.644323655818808,0.296182263569613,0.24030175995426,0.102506296947551,0.085957167737131,0.301224257253068,-0.12905829403491,0.130891744752697,0.189990568899448,-0.508698038335972,0.384141404727272,0.172137093207262,0.0352938752721213,0.0105806223646384,-0.367790440444115,0.219022501661509,0.0985119996535978,0.0502285750744651,0.000213436174579803,0.236438290984801,-0.20904904346153,-0.361747941516949,-0.0677468421635199,-0.0114758680438358,0.0406999846448703,-0.0574544013598005,0.0826516237313342,-0.249809586614544,0.244295462824382,0.543983220337727,0.0166840484673095,0.503735965666255,0.594405689846542,-0.0214651827343864,-0.0677299753446408,0.0922175109240973,0.120354529761375,-0.30348139760833,0.140136760850855,0.0470288371717061,0.115656087760432,-0.00546275901512067,-0.0632971620062284,-0.587368637445686,-0.593550895613539,-0.212020261344767,0.389849325417195,0.17054133948571
"s__Blautia_wexlerae",0.305382155416237,0.0495678486368589,0.40591592657699,-0.165252136239664,-0.194938248495856,0.768179567727588,-0.229186236900507,0.493857806759818,0.40510718393404,-0.247806527958065,-0.316472475454935,-0.00928649234931081,-0.369377022334761,0.244375505805127,0.671951712592608,-0.345870076142651,0.261942198480888,-0.189200901431919,-0.153222191739404,-0.00824944363753743,0.159216483724665,0.169062478630549,0.0459717335421655,-0.278632841250042,-0.175513546265657,-0.120845769180036,0.3716451520008,-0.347922750363779,0.000772459128562053,0.358240826513399,0,-0.151831658222159,0.429575763249093,0.243044820842088,0.149207712189068,-0.278975071758889,0.232264542785942,-0.0826299635748767,-0.474895277647156,0.33763000734272,-0.183205069201991,0.143070105391162,0.145625111176989,0.0301173024599302,-0.0802958909730034,0.0342485765843452,0.362782715153438,-0.256017522986282,0.000241196585618109,-0.10050021769793,-0.383609057873667,-0.0326831151206206,0.0158280711208712,-0.244565470283742,-0.2004429185535,0.256485724327177,0.643250574699836,-0.0686491355026447,0.0571389239984825,0.0511983760918851,0.254297615663173,0.0736551412551746,0.183447046885292,-0.389917945700167,0.0501101153947154,0.0073271018810931,0.2115583115912,-0.242706779595851,-0.0382014115121365,-0.132563734432907,-0.0575114093693507,0.36651156612639,0.107489597031897,0.138006956002132,0.224986093583198,-0.143275400553748,0.695151828471278,-0.545708074652472,0.0762772194553964,-0.0624721287624644,0.0791721590325981,0.0107108862363085,-0.189455843200016,-0.173871433208671,-0.0169364187486364,0.0271462811726582,-0.0431485171455253,-0.18888082919246,-0.545882392880514,-0.535130772318056,-0.45652832083828,-0.343238633365437,-0.345878863149332,-0.825927166110432,0.151406540310398,-0.0880303739751024,-0.121918276028981,-0.146308645939443,0.0934349560107798,0.0202160503766349,-0.775241568078735,-0.367821091152174,-0.0526376663628738,-0.0927084495798797,-0.494481031114235,-0.100644925175201,0.347900910316611,0.304806811371301,0.105343656797731,0.12828755859128,0.0722284474903887,-0.190706088219072,0.253707659808593,-0.103822956056244,-0.0820736184312864,0.477088499141951,-0.0855851628944338,-0.221720327460932,-0.127347621425591,-0.39143974704289,0.387626262769067,0.535802983716407,0.123060482449439,0.165925108813942,-0.0432657368639291,-0.343083447254611
"s__Ruminococcus_bromii",0.378209954847412,0.00740732596745652,-0.0609743420580776,-0.0362439974133081,0.459710376393808,0.0947523836686775,-0.153948740636138,0.290313795523538,0.368440494557197,-0.147678185723738,-0.20302776842108,-0.0619456861327002,0.205902293105804,0.384886914770896,-0.0936029757168243,-0.267564899265196,-0.289486622667315,0.0807321624607745,0.118054238075723,-0.228930149880624,0.107173783264817,0.968971719068219,0.476072226904817,0.233186539474982,0.395939595142392,-0.474384622117133,0.542189199304495,-0.0233621496207085,-0.15721371921363,0.0158288663913567,-0.151831658222159,0,-0.0947530009915671,-0.33351088081938,-0.331764022280942,-0.504857260748774,0.184384565500997,-0.484496502975337,0.627593988690214,-0.0333507691938238,-0.1325977983694,0.36858323735266,0.352034477890901,-0.18255195026369,-0.200854381705164,0.021242431428554,0.249080756032892,-0.131066623910809,-0.205349330118015,0.131778270985569,-0.284823863254591,0.0775508096956159,0.497811524578168,0.341376994755342,0.150224858950263,0.167815007509401,-0.0894924949330918,-0.0407322573816092,0.213607854355863,-0.34208888951902,-0.645328676739974,0.414197307880997,-0.140914604335695,-0.115132373426178,0.360909928063012,0.0943280465400531,-0.31660881582906,-0.120290586725265,0.283610651376742,0.0213745982985447,0.349569948001385,0.0760151635943252,-0.0198622453430283,0.605324242952333,-0.355559873313688,0.292086718400856,0.246726095342849,0.159849492425754,0.137484380166799,-0.257449907822123,-0.241851301714713,0.00243810128397322,-0.0346067340205351,0.0267002625954447,0.0336926581390572,-0.599454017037403,0.0936021507222758,-0.136314842618616,-0.0964395319683471,0.0462998328138515,0.0343405848693046,-0.639668457107145,-0.0809740548800258,-0.0598930310405805,-0.124584780626721,-0.225368466096727,0.309176791218915,0.359673317211083,0.384335919507444,0.138195728052506,0.314482994370861,0.391384840672005,-0.0498507939880327,0.121550792953481,-0.137766439959597,-0.220027434027427,0.320458199905272,-0.0114293743946443,0.421442049976812,0.0744205587672377,-0.241385095120967,-0.0529136690983865,-0.203844859719774,0.895770597157979,0.00188553011113599,-0.00450023112082643,-0.358065339600899,0.28400685200695,-0.372641107862727,0.475236760949632,0.346713908019835,-0.196791216414673,-0.283433808969609,0.0611548529102888,-0.017809777911751,-0.184851767867433
"s__Anaerostipes_hadrus",-0.106283954884278,0.0989090688900534,0.341516628095764,0.00949764811312177,-0.263470302698318,0.178789047615636,0.0710261748699361,-0.0664119598024085,0.07088570312269,-0.186642619091891,-0.0277336890012262,-0.313745857161812,-0.124355994634626,0.104249395059555,0.00231947888817044,0.0936278758239768,0.0425109378114746,-0.08412327330276,-0.166409983773195,0.165703875985845,0.011880374847879,0.220446638827066,0.243836568844092,-0.0221211291956467,-0.198650432377146,-0.136387492332647,-0.021091785565894,-0.305193527582205,-0.163454409283229,0.153101117266382,0.429575763249093,-0.0947530009915671,0,0.15736770316502,-0.0770964747332387,0.256169372208342,0.200862883667427,-0.362600171613582,0.117921082596313,-0.0520635461848051,-0.0284332908393462,0.261643716503522,-0.219559506243652,-0.0777808286347255,0.212460578912736,0.0162113911151394,0.150615572716332,0.187292611201505,0.148799466694128,0.273139384168469,-0.00821032052295475,-0.181098995570279,-0.0338741012962634,-0.0698180108050474,-0.0295420495122302,0.295586201319213,0.00343585828112006,0.175396083458289,-0.185465726694452,-0.0739564791113046,0.0181691293935939,0.0454797969322588,0.270911166090748,-0.133246760027361,-0.0613078368804521,0.235255393113405,0.141247869330336,0.073648172881517,0.0607926415113344,-0.17611294357274,-0.105153127063168,-0.0622330232981914,-0.0455814849219248,-0.0501382559930303,0.00862357220835811,-0.203108045023537,-0.25213669059112,0.523124146325743,0.0474841481618522,0.298147565545963,-0.13854359169288,-0.043841930459947,-0.253648974546466,-0.0464887362606716,-0.828746467351758,-0.182991141867384,-0.0985594364569306,0.146122520220013,0.010067404322131,0.320379646273444,0.232303284022851,-0.0211450111738981,1.11885215003192,0.455717064353331,0.355641959808758,0.231942160447902,-0.149839360365519,-0.223010283579247,-0.201068126960385,0.331311886095209,-0.139803043776389,-0.38080363192141,0.212223264368674,0.103189475601191,0.153542966799094,-0.521846735542193,-0.0630839207475092,0.119957859292805,-0.228622047476152,0.134173924608801,0.122176097696033,0.138527153228023,0.0229096934028091,-0.096875201395015,-0.541309471629676,-0.20412969060422,0.0151677703634629,0.242681565387712,0.0429682075853891,0.199073813210777,-0.108753467889515,0.236895631211269,0.0907169919287773,0.094425163603011,0.0132442007747888,0.30761510284756
"s__Coprococcus_comes",0.0235348274269048,0.210056373269644,0.294794648877596,-0.5191676530035,-0.238583522677541,0.444613735471637,-0.306891228570059,0.273107639492158,0.568794751792259,-0.601272224112358,-0.242960425518217,0.0142744016153209,-0.131353621239577,0.0780322160255827,0.138891627073932,-0.368367756326029,0.158434181732327,-0.431403428149802,0.315579789587191,-0.581610996133331,-0.0163789826545455,0.31082565703164,0.0255081888071597,-0.215126642393296,-0.224481456185977,-0.414589818000271,0.187061275325473,0.00535101095264567,-0.313664301971906,-0.202524817806238,0.243044820842088,-0.33351088081938,0.15736770316502,0,-0.161480425672915,-0.320868623374185,-0.246746093545125,-0.157122829160623,-0.445608338707717,-0.126498754396711,-0.0343932793047961,0.347222760215926,0.158720902984661,0.145776435244058,0.037513804722925,0.152615879413219,0.102619624587183,-0.223372376570232,0.28057525659221,0.356655521995498,0.301617877795233,0.380389448828586,-0.40043502534241,-0.354260114112009,0.108730962294801,0.564706596192385,0.526179998298612,0.216562049634576,0.0252906650050045,-0.0528182884306675,0.239974109132228,-0.260117662412373,0.513351108973469,-0.156966720657116,0.0298188182750559,0.238479253264443,0.226494027960918,-0.0266323703806783,-0.112235583477108,-0.11448916794755,-0.228413049726397,0.19815850695581,0.194395504598294,-0.0103078912877964,-0.22779344972305,0.142311509412362,0.107728805295715,-0.100261590908243,-0.00306679480298837,0.271691821879188,0.288281293112444,-0.125849389829786,0.241811591301968,0.395098779172273,-0.333562627184189,-0.411098953747197,0.609867760504346,0.0353678425349001,-0.0981245978388289,-0.177092842945148,-0.159242010333964,-0.376963931133919,-0.0286236876117823,-0.0733795406793037,0.0438716604007053,0.29043795699548,-0.192132054848211,0.256625563578187,0.114539636663477,-0.0211235331871184,-0.824158188766248,0.120258778456972,0.065813326794805,0.207094544952359,0.00877493656856881,-0.217497250136754,0.491439997580892,0.216479515946223,-0.216372328182012,0.68483270492005,0.652744223957933,-0.41877009052048,0.235746016036658,-0.283343574830173,0.326536678617329,0.746624274655723,0.26212066286088,0.128067343922074,-0.293389885280076,-0.16235921940102,0.365206170269933,0.163264471616208,-0.00811873490791587,0.351294370748113,-0.361037656710883,-0.346260066274818
"s__Holdemanella_biformis",-0.16029063424839,-0.204294467629762,0.242242844091589,-0.453890909418667,0.618189825419416,-0.0671706422363217,0.1221578320852,-0.0968913515219802,0.462270961161297,-0.0616344149603197,-0.124630421220116,-0.202691741187377,0.567256895837802,0.216464723929725,-0.61230895664532,0.164254303131823,-0.179599493991594,-0.144583589869241,0.0684590267491607,0.205923200549055,0.125573674833333,0.207673275048238,0.100066366539318,-0.221621992855413,0.197040353465263,-0.526679807233718,0.166970663795696,-0.387922004477412,-0.167028959641359,0.0213254824885917,0.149207712189068,-0.331764022280942,-0.0770964747332387,-0.161480425672915,0,0.0013792778244095,0.20307894825403,-0.226947661631022,-0.364442023803174,-0.0645407779802842,0.149785041301749,0.155677642274108,0.0402568053785228,-0.364543421627715,0.0872777393077041,0.509497703991723,0.285333418781525,0.126278271164454,0.193563234702376,0.204844194830458,-0.153821540303236,0.0718652100568608,-0.104947189206137,-0.225565328157002,0.49760449419724,0.0941749752394248,0.183794128738958,0.258287521840397,-0.317445256270058,0.00509543954140382,0.195951455346439,0.111792121763544,0.192304733096705,0.315159760038608,-0.47153278573814,-0.0851737113382245,0.31113524729899,-0.0693507244498143,0.0650344724584767,-0.343497068473674,-0.114424253700812,0.070309791272132,0.322318945676227,-0.309387020676703,0.0372167488718321,-0.200190707565907,0.0463029269433911,0.223126627895561,-0.282583183742916,0.0431817685165759,-0.377804078906178,-0.101337175546176,-0.469649440950568,-0.0321026639049602,-0.016533610738435,-0.110421326949657,0.0894732946769091,0.196660552777282,0.2844705415137,0.2020323522972,-0.140550877230524,0.035977888665116,0.155880729942914,0.0952122815876968,0.302011823381385,0.46314396079992,-0.699906030256948,0.285765743835707,-0.380125127722452,0.0801818375434124,-0.0118128723134949,0.257093068550941,-0.220773488470021,0.329561732379357,0.271846570930564,0.0253054792727001,0.357514811845854,0.472421306852444,-0.445940284164004,-0.0901186592213233,-0.137383466353128,-0.341315018876321,-0.149260459137657,0.379426453642865,-0.0171588720173775,0.014022203105214,0.218741752714563,0.104984281040409,-0.0774013280261387,0.243204074765722,0.0480691891333025,-0.056392974072112,-0.0656532989873903,0.319142101442229,0.0218664584421528,0.471632903199199
"s__Mitsuokella_jalaludinii",0.614084319560443,0.189658646114659,0.0688081125370662,-0.154706015312404,0.420284998087987,0.158376980859039,-0.15215668321601,0.272848234869132,0.48290502406367,-0.314150792782287,-0.107902765999285,0.286364606391375,0.172696896874171,0.212356959476368,0.123077236702477,-0.215660284677243,-0.0538027247023271,0.282974084812632,0.187525394111525,0.0185775154707948,-0.250360371250244,0.322328153285564,0.164380801229811,0.02616767990536,0.140846771695185,-0.240639117832524,0.152327941963797,-0.16667382032071,0.157577367400913,0.182257039285358,-0.278975071758889,-0.504857260748774,0.256169372208342,-0.320868623374185,0.0013792778244095,0,0.00579097360710434,-0.143329103623752,-0.0718382316563032,-0.214289400484199,-0.109226976647458,-0.340090968602273,0.366718145791835,0.0285077034787905,-0.613963116885288,-0.47245777154395,0.11782627608064,-0.634280634109411,-0.73012522072933,-0.198659625804478,-0.0710508052421158,0.317938974192582,0.199245922014288,0.0913316329261795,0.206848830534828,0.377047760781934,-0.0368584365207927,0.511854656242769,-0.0183703951004719,-0.391788443387204,-0.376322409701369,0.0927013426788921,0.147174957876931,-0.130430140536559,0.447223474542197,-0.104862338590168,-0.315913535306744,-0.377717831977566,0.048310130614696,-0.21042066036498,0.264767743612979,-0.142246313448735,-0.338018764330596,0.619559818362568,-0.215778476437569,0.414731633137795,0.363581832359366,-0.142536350857549,-0.1059299472211,-0.0839651771126186,0.205318532145562,-0.121211147508072,0.275298576956657,0.0633352912514921,0.141137420714801,0.214123068484467,0.250668310960655,0.01847628194564,0.02913466875223,-0.753442125309347,-0.28539532400145,-0.140583378684177,-0.277104395555576,-0.295781906056014,-0.0530793818893332,-0.788363034972305,0.362278714628889,0.312818959726578,0.402006668260263,-0.335960663476644,-0.215264370394269,0.305762920123327,-0.193361763793922,-0.235442264443361,0.0931351715260502,-0.167233136689635,0.386000165808722,0.0802436740353738,0.417541759421038,-0.0212717904265401,0.0330200504055933,-0.610781595227648,0.042801510064008,-0.297183472638895,0.588775805360956,0.471430672151573,0.131300861667353,0.148873006470775,-0.150229675194151,-0.248205202615332,0.51383827543977,0.0601863719633532,-0.00182585966586782,-0.135667404778092,-0.321420629809807,-0.48905355990848
