Feature	lfc_group1g2	lfc_group1g3	lfc_group1g4	se_group1g2	se_group1g3	se_group1g4	W_group1g2	W_group1g3	W_group1g4	p_group1g2	p_group1g3	p_group1g4	q_group1g2	q_group1g3	q_group1g4	diff_group1g2	diff_group1g3	diff_group1g4	passed_ss_group1g2	passed_ss_group1g3	passed_ss_group1g4	Description	Ontology	Definition
GO:0005975	-0.0145759992435748	0.0846412542755715	-0.00257888765619606	0.082687069358646	0.0798728504866851	0.104039947407414	-0.176279064630444	1.05969993257823	-0.0247874755847126	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	carbohydrate metabolic process	BP	The chemical reactions and pathways involving carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y. Includes the formation of carbohydrate derivatives by the addition of a carbohydrate residue to another molecule.
GO:0003723	0.0059591102838466	0.0186385815368341	-0.0212427267712575	0.0680593858722123	0.06418396067839	0.0868423812942835	0.0875575088942967	0.290393134668448	-0.244612439855513	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	RNA binding	MF	Interacting selectively and non-covalently with an RNA molecule or a portion thereof.
GO:0005737	0.0209338002378195	0.0151095419665163	-0.0130215837162951	0.0696737736826684	0.0659558893763625	0.0857801190742255	0.300454520134983	0.22908556171985	-0.15180188436236	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	cytoplasm	CC	All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.
GO:0006412	-0.00831387874634993	0.023512916096652	0.054592273566443	0.072991909384004	0.0733869664775566	0.104290022649635	-0.113901373679805	0.32039634863287	0.523465928757605	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	translation	BP	The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.
GO:0005525	-0.0113085121996208	0.0259790825810018	-0.0073441608073539	0.0708917793899999	0.0669001023249831	0.0888081074819612	-0.159517962405893	0.388326499932724	-0.0826969633244989	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	GTP binding	MF	Interacting selectively and non-covalently with GTP, guanosine triphosphate.
GO:0003735	-0.00850169307127311	0.0243369101713107	0.0546849884760839	0.0735076505877881	0.073918566936679	0.105070105508479	-0.11565725476588	0.329239475004413	0.520461916464632	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	structural constituent of ribosome	MF	The action of a molecule that contributes to the structural integrity of the ribosome.
GO:0003700	-0.0110625538709234	0.0949872533231908	0.0462635017459987	0.0761926453792639	0.0768889813336101	0.102015669792724	-0.145191885855352	1.23538186715018	0.4534940743907	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	DNA binding transcription factor activity	MF	Interacting selectively and non-covalently with a specific DNA sequence (sometimes referred to as a motif) within the regulatory region of a gene in order to modulate transcription.
GO:0005840	-0.00883272125638499	0.0273601271427094	0.0587573561455061	0.0733786124838798	0.0737970766503507	0.104889605385343	-0.120371876182933	0.370748116112258	0.560182831555554	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	ribosome	CC	An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins.
GO:0006508	-0.0321117005902126	0.0099962224603236	-0.0446879510542085	0.0716037128673665	0.0694235121030871	0.0874729401066509	-0.448464182991376	0.143989005417649	-0.510877432491957	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	proteolysis	BP	The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds.
GO:0009058	0.0117923790246847	0.033873144492579	-0.0128347136255844	0.0723179023234064	0.0676532413413503	0.0896163033940191	0.163063068006993	0.500687680604528	-0.143218512028482	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	biosynthetic process	BP	The chemical reactions and pathways resulting in the formation of substances; typically the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.
GO:0003676	0.00717500228201879	0.0657936741070033	0.0436887098473088	0.069449019615906	0.0678465001969785	0.087869192120618	0.103313226330635	0.969743080571361	0.497201678915374	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	nucleic acid binding	MF	Interacting selectively and non-covalently with any nucleic acid.
GO:0022857	-0.0106710403288791	0.0736663787022685	0.0294518613040031	0.0740053707597868	0.0754794040741266	0.105371417048377	-0.144192782487586	0.975979866374176	0.279505221899802	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	transmembrane transporter activity	MF	Enables the transfer of a substance, usually a specific substance or a group of related substances, from one side of a membrane to the other.
GO:0006281	0.0121139056362343	0.0545242749728959	0.0742816427077998	0.0742680617546059	0.0699493353401267	0.0920225037797934	0.163110566642505	0.779482388328254	0.807211710795798	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	DNA repair	BP	The process of restoring DNA after damage. Genomes are subject to damage by chemical and physical agents in the environment (e.g. UV and ionizing radiations, chemical mutagens, fungal and bacterial toxins, etc.) and by free radicals or alkylating agents endogenously generated in metabolism. DNA is also damaged because of errors during its replication. A variety of different DNA repair pathways have been reported that include direct reversal, base excision repair, nucleotide excision repair, photoreactivation, bypass, double-strand break repair pathway, and mismatch repair pathway.
GO:0006260	0.00310699787804103	0.0181036177692484	0.0647209873407061	0.0760319074111896	0.0737211759442983	0.0928126922698409	0.0408643947499306	0.245568760093124	0.697329058751342	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	DNA replication	BP	The cellular metabolic process in which a cell duplicates one or more molecules of DNA. DNA replication begins when specific sequences, known as origins of replication, are recognized and bound by initiation proteins, and ends when the original DNA molecule has been completely duplicated and the copies topologically separated. The unit of replication usually corresponds to the genome of the cell, an organelle, or a virus. The template for replication can either be an existing DNA molecule or RNA.
GO:0008757	0.0120533743003762	0.078552730010504	0.0178160351329661	0.0697586946747592	0.0674847212784848	0.0892594781930666	0.17278669500015	1.16400762309361	0.199598244283149	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	S-adenosylmethionine-dependent methyltransferase activity	MF	Catalysis of the transfer of a methyl group from S-adenosyl-L-methionine to a substrate.
GO:0005515	-0.00797816554892846	0.0961490561369246	0.00670716770357906	0.0733158142213325	0.0775156190884799	0.103225919877387	-0.108819163145938	1.24038299980776	0.0649756157324238	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	protein binding	MF	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).
GO:0007165	-0.020518744492849	0.115604149497655	-0.0299294321763616	0.102094467928519	0.103040742306661	0.152312245414511	-0.200978024658643	1.12192659825376	-0.196500498662533	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	signal transduction	BP	The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell.
GO:0006351	0.0777407580628999	0.017694178002054	0.0954280581800265	0.0797270826539867	0.0792523123858125	0.0995640232565258	0.975085949153471	0.223263870408172	0.958459241187522	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	transcription, DNA-templated	BP	The cellular synthesis of RNA on a template of DNA.
GO:0003899	0.0835750577809421	0.0118653545936045	0.100693476735589	0.0829020027610836	0.0828610756891489	0.102949133323265	1.00811868226873	0.143195758622747	0.978089601001374	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	DNA-directed 5'-3' RNA polymerase activity	MF	Catalysis of the reaction: nucleoside triphosphate + RNA(n) = diphosphate + RNA(n+1). Utilizes a DNA template, i.e. the catalysis of DNA-template-directed extension of the 3'-end of an RNA strand by one nucleotide at a time. Can initiate a chain 'de novo'.
GO:0000160	-0.00137241895294112	0.121965988713653	0.0153037948833898	0.0909093487949549	0.0897781014136355	0.120449856595943	-0.0150965656572527	1.35852715521036	0.127055318419576	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	phosphorelay signal transduction system	BP	A conserved series of molecular signals found in prokaryotes and eukaryotes; involves autophosphorylation of a histidine kinase and the transfer of the phosphate group to an aspartate that then acts as a phospho-donor to response regulator proteins.
GO:0008270	-0.00578704359146783	0.044230791803489	0.0112000834598081	0.0758430211617599	0.0718356589471311	0.0906418610528251	-0.0763029149264119	0.615721947174474	0.123564138354141	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	zinc ion binding	MF	Interacting selectively and non-covalently with zinc (Zn) ions.
GO:0004812	0.0126036922926072	-0.00804184492055887	0.00819960479344528	0.0724487277908064	0.0708771630097662	0.0908411141569175	0.173967061630123	-0.113461721365044	0.0902631464788225	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	aminoacyl-tRNA ligase activity	MF	Catalysis of the formation of aminoacyl-tRNA from ATP, amino acid, and tRNA with the release of diphosphate and AMP.
GO:0006265	-0.00672757470994728	0.0810462965010406	0.0423249268096562	0.0827901100231413	0.0813230613491226	0.0999916421511275	-0.0812606083995637	0.996596723690788	0.423284645587541	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	DNA topological change	BP	The process in which a transformation is induced in the topological structure of a double-stranded DNA helix, resulting in a change in linking number.
GO:0016787	-0.0379206561502311	0.0489932412223463	-0.0154929513261485	0.083963029683633	0.0761112891494573	0.101016716572616	-0.451635157677297	0.643705313230733	-0.153370173292173	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	hydrolase activity	MF	Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc. Hydrolase is the systematic name for any enzyme of EC class 3.
GO:0006418	0.0297878375351879	0.0117450139945754	0.00112519853290089	0.0781052024251855	0.0758203528946412	0.0979164178423775	0.381380965803407	0.154905820748369	0.0114914184739907	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	tRNA aminoacylation for protein translation	BP	The synthesis of aminoacyl tRNA by the formation of an ester bond between the 3'-hydroxyl group of the most 3' adenosine of the tRNA and the alpha carboxylic acid  group of an amino acid, to be used in ribosome-mediated polypeptide synthesis.
GO:0009401	-0.0917259927572445	-0.0779175158610398	-0.173688046049218	0.104963608819098	0.0994262933299634	0.128866475004145	-0.873883756372479	-0.78367113216679	-1.34781405360572	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	phosphoenolpyruvate-dependent sugar phosphotransferase system	BP	The uptake and phosphorylation of specific carbohydrates from the extracellular environment; uptake and phosphorylation are coupled, making the PTS a link between the uptake and metabolism of sugars; phosphoenolpyruvate is the original phosphate donor; phosphoenolpyruvate passes the phosphate via a signal transduction pathway, to enzyme 1 (E1), which in turn passes it on to the histidine protein, HPr; the next step in the system involves sugar-specific membrane-bound complex, enzyme 2 (EII), which transports the sugar into the cell; it includes the sugar permease, which catalyzes the transport reactions; EII is usually divided into three different domains, EIIA, EIIB, and EIIC.
GO:0000155	-0.0126952306624988	0.108158560240387	-0.0225157670139541	0.0946850853679521	0.0944587524038805	0.13662362340416	-0.13407846244384	1.14503481665659	-0.164801419058752	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	phosphorelay sensor kinase activity	MF	Catalysis of the phosphorylation of a histidine residue in response to detection of an extracellular signal such as a chemical ligand or change in environment, to initiate a change in cell state or activity. The two-component sensor is a histidine kinase that autophosphorylates a histidine residue in its active site. The phosphate is then transferred to an aspartate residue in a downstream response regulator, to trigger a response.
GO:0008168	0.0241710643821908	0.0697573351611866	0.025651824656575	0.066867033498417	0.0655906437614802	0.0920863073265295	0.361479538086029	1.06352569758057	0.278562854796816	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	methyltransferase activity	MF	Catalysis of the transfer of a methyl group to an acceptor molecule.
GO:0006310	0.0262314734637422	0.125342320627691	0.121629922396294	0.0765480769885702	0.073371118603794	0.100169053871266	0.34267971836391	1.70833323810344	1.21424649325938	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	DNA recombination	BP	Any process in which a new genotype is formed by reassortment of genes resulting in gene combinations different from those that were present in the parents. In eukaryotes genetic recombination can occur by chromosome assortment, intrachromosomal recombination, or nonreciprocal interchromosomal recombination. Interchromosomal recombination occurs by crossing over. In bacteria it may occur by genetic transformation, conjugation, transduction, or F-duction.
GO:0046872	-0.002340349230878	0.045283291122883	0.0149359289231249	0.0683869370359545	0.0684298299308124	0.0885216665768115	-0.034222167745977	0.661747825015316	0.168726250879662	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	metal ion binding	MF	Interacting selectively and non-covalently with any metal ion.
GO:0003918	0.0257070544567494	0.113471317864059	0.0685796310732668	0.0842956628442898	0.0829924812836297	0.101219279373145	0.304962955261829	1.36724816644856	0.677535263024823	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	DNA topoisomerase type II (ATP-hydrolyzing) activity	MF	Catalysis of a DNA topological transformation by transiently cleaving a pair of complementary DNA strands to form a gate through which a second double-stranded DNA segment is passed, after which the severed strands in the first DNA segment are rejoined; product release is coupled to ATP binding and hydrolysis; changes the linking number in multiples of 2.
GO:0000287	-0.0233746574793146	-0.00730156881623337	0.00993520271685393	0.068462588524635	0.0652935161538121	0.0859524599373069	-0.341422344422511	-0.11182685887268	0.115589509876746	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	magnesium ion binding	MF	Interacting selectively and non-covalently with magnesium (Mg) ions.
GO:0050660	0.00596660083604434	0.0393965083090861	0.058510165263809	0.0741558959312043	0.0736527883746141	0.103283910739373	0.0804602353072459	0.53489500097005	0.566498352405091	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	flavin adenine dinucleotide binding	MF	Interacting selectively and non-covalently with FAD, flavin-adenine dinucleotide, the coenzyme or the prosthetic group of various flavoprotein oxidoreductase enzymes, in either the oxidized form, FAD, or the reduced form, FADH2.
GO:0003924	-0.0125178710758712	0.0232299771636313	-0.00730263207034482	0.0718620543981322	0.0679895686524038	0.0881230677744073	-0.174193058919793	0.341669724107156	-0.0828685638706923	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	GTPase activity	MF	Catalysis of the reaction: GTP + H2O = GDP + phosphate.
GO:0004222	-0.0436666908592975	0.0175624639766975	-0.061840422658238	0.0899701714517374	0.0796590374244112	0.104427450698223	-0.485346311501936	0.220470451872615	-0.59218550529349	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	metalloendopeptidase activity	MF	Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a mechanism in which water acts as a nucleophile, one or two metal ions hold the water molecule in place, and charged amino acid side chains are ligands for the metal ions.
GO:0008982	-0.121653934280675	-0.183221818387898	-0.260049267010985	0.118045047317004	0.121765807361413	0.154121056710165	-1.03057211671049	-1.50470663610908	-1.68730524278734	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	MF	Catalysis of the PEP-dependent, phosphoryl transfer-driven transport of substances across a membrane. The transport happens by catalysis of the reaction: protein N-phosphohistidine + sugar(out) = protein histidine + sugar phosphate(in). This differs from primary and secondary active transport in that the solute is modified during transport.
GO:0006298	0.00511286676633467	-0.0983272640358929	-0.225957689828289	0.115868635680807	0.110727300663153	0.215341870796513	0.044126408637619	-0.888012833754677	-1.04929751465662	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	mismatch repair	BP	A system for the correction of errors in which an incorrect base, which cannot form hydrogen bonds with the corresponding base in the parent strand, is incorporated into the daughter strand. The mismatch repair system promotes genomic fidelity by repairing base-base mismatches, insertion-deletion loops and heterologies generated during DNA replication and recombination.
GO:0030170	-0.00493102980376327	0.0379035835160165	0.0266355518474454	0.0740436289492203	0.0731596039586291	0.100284486110115	-0.0665962740311527	0.518094432789037	0.265599923583383	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	pyridoxal phosphate binding	MF	Interacting selectively and non-covalently with pyridoxal 5' phosphate, 3-hydroxy-5-(hydroxymethyl)-2-methyl4-pyridine carboxaldehyde 5' phosphate, the biologically active form of vitamin B6.
GO:0004553	-0.0383083526491002	0.124293634957443	-0.0673822902260971	0.101892887483145	0.0963751322966327	0.125930212711121	-0.375966896172583	1.28968575186886	-0.535076442542579	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	hydrolase activity, hydrolyzing O-glycosyl compounds	MF	Catalysis of the hydrolysis of any O-glycosyl bond.
GO:0030983	0.0123765198126621	-0.114407578524934	-0.249354788196341	0.128471146326542	0.123528520674123	0.238949763248693	0.0963369609951483	-0.926163269021484	-1.04354482216757	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	mismatched DNA binding	MF	Interacting selectively and non-covalently with double-stranded DNA containing one or more mismatches.
GO:0016881	0.00614739218598872	0.0279413352532693	-0.00911471919466975	0.0779303662659471	0.0710402244196147	0.0922688641212152	0.078883142484022	0.39331710283216	-0.0987843437922416	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	acid-amino acid ligase activity	MF	Catalysis of the ligation of an acid to an amino acid via a carbon-nitrogen bond, with the concomitant hydrolysis of the diphosphate bond in ATP or a similar triphosphate.
GO:0003887	0.023117018835546	0.0165794688144095	0.126139392601903	0.0767052553033417	0.0770814747797788	0.100795178263148	0.301374641726	0.215090186867557	1.25144272549019	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	DNA-directed DNA polymerase activity	MF	Catalysis of the reaction: deoxynucleoside triphosphate + DNA(n) = diphosphate + DNA(n+1); the synthesis of DNA from deoxyribonucleotide triphosphates in the presence of a DNA template and a 3'hydroxyl group.
GO:0006096	0.0140281692184272	0.00369569034684657	-0.00623953338595917	0.0660519880991959	0.0672024019007734	0.085560111059729	0.212380726487141	0.0549934264597175	-0.0729257279902709	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	glycolytic process	BP	The chemical reactions and pathways resulting in the breakdown of a carbohydrate into pyruvate, with the concomitant production of a small amount of ATP and the reduction of NAD(P) to NAD(P)H. Glycolysis begins with the metabolism of a carbohydrate to generate products that can enter the pathway and ends with the production of pyruvate. Pyruvate may be converted to acetyl-coenzyme A, ethanol, lactate, or other small molecules.
GO:0051536	-0.0058111094397829	0.0205909988101976	0.0223783896368595	0.0784912788449857	0.0744351145817295	0.100848771866583	-0.074035096959745	0.276630175501225	0.221900467627557	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	iron-sulfur cluster binding	MF	Interacting selectively and non-covalently with an iron-sulfur cluster, a combination of iron and sulfur atoms.
GO:0015074	-0.0260067602795113	0.112596983035451	0.0345245070306191	0.0847885388845137	0.0767496446990745	0.101228002094475	-0.306724949169531	1.46706845975548	0.341056884619709	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	DNA integration	BP	The process in which a segment of DNA is incorporated into another, usually larger, DNA molecule such as a chromosome.
GO:0001522	0.00459690574781032	0.018673010847502	-0.0363316723684876	0.0702137733427062	0.0663044484754988	0.091244954796367	0.0654701425227967	0.281625309867439	-0.398177328813079	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	pseudouridine synthesis	BP	The intramolecular conversion of uridine to pseudouridine within an RNA molecule. This posttranscriptional base modification occurs in tRNA, rRNA, and snRNAs.
GO:0009451	0.00459400687503242	0.01867330355069	-0.0363311925100454	0.0702134677900673	0.0663044312430439	0.0912449169203781	0.0654291408703546	0.281629797595904	-0.398172235081857	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	RNA modification	BP	The covalent alteration of one or more nucleotides within an RNA molecule to produce an RNA molecule with a sequence that differs from that coded genetically.
GO:0009982	-0.00170401758095893	0.0126619197224228	-0.0358512784999057	0.0698524504081958	0.066133665313826	0.0911328430288547	-0.0243945283379637	0.191459518572543	-0.393395808891361	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	pseudouridine synthase activity	MF	Catalysis of the reaction: RNA uridine = RNA pseudouridine. Conversion of uridine in an RNA molecule to pseudouridine by rotation of the C1'-N-1 glycosidic bond of uridine in RNA to a C1'-C5.
GO:0006457	0.00469265402333381	0.0101633770975948	0.00329825835387836	0.0694656110576351	0.0647716879483533	0.0860295027624621	0.0675536276423215	0.156910795743022	0.03833868903073	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	protein folding	BP	The process of assisting in the covalent and noncovalent assembly of single chain polypeptides or multisubunit complexes into the correct tertiary structure.
GO:0016310	-0.0416904763395298	0.0285493491763173	-0.00376533424257471	0.0801429973541719	0.0813843394246725	0.108334634948408	-0.520201111961026	0.350796595243511	-0.0347565138735906	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	phosphorylation	BP	The process of introducing a phosphate group into a molecule, usually with the formation of a phosphoric ester, a phosphoric anhydride or a phosphoric amide.
GO:0016747	-0.0291836984820044	0.0994518918374662	0.00953226527485349	0.0876336352527328	0.0867169671384084	0.116229957023032	-0.333019375469698	1.14685620495389	0.0820121207905513	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	transferase activity, transferring acyl groups other than amino-acyl groups	MF	Catalysis of the transfer of an acyl group, other than amino-acyl, from one compound (donor) to another (acceptor).
GO:0016772	-0.0569356842591616	0.0161982446523771	-0.0138341610964638	0.0849427375682041	0.0862429276932475	0.114054680376366	-0.670283132957017	0.187821136012355	-0.121294111305321	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	transferase activity, transferring phosphorus-containing groups	MF	Catalysis of the transfer of a phosphorus-containing group from one compound (donor) to another (acceptor).
