"","Coprococcus [Genus]","Coprococcus catus","Ruminococcus [Genus]","Ruminococcaceae [Family]","Clostridiales [Order]","Clostridium [Genus]","Oscillospira [Genus]","Ruminococcus callidus","Ruminococcus bromii","Faecalibacterium prausnitzii","Faecalibacterium [Genus]","Ruthenibacterium lactatiformans","Clostridium orbiscindens","Christensenellaceae [Family]","Succinivibrio [Genus]","Sutterella [Genus]","Duodenibacillus massiliensis","Escherichia coli","Bilophila [Genus]","Desulfovibrio [Genus]","Bifidobacterium longum","Bacteroidales [Order]","Bacteroides [Genus]","Bacteroides vulgatus","Bacteroides ovatus","Bacteroides uniformis","[Paraprevotellaceae] [Family]","Paraprevotella [Genus]","[Prevotella] [Genus]","Prevotella [Genus]","Prevotella copri","Prevotella stercorea","Parabacteroides [Genus]","Parabacteroides distasonis","S24-7 [Family]","Phascolarctobacterium [Genus]","Acidaminococcus [Genus]","Megasphaera elsdenii","Dialister [Genus]","Allisonella histaminiformans","Mitsuokella jalaludinii","Coriobacteriaceae [Family]","Collinsella aerofaciens","Senegalimassilia anaerobia","SMB53 [Genus]","[Mogibacteriaceae] [Family]","Mogibacterium [Genus]","Streptococcus thermophilus","[Eubacterium] biforme","Catenibacterium mitsuokai","Lachnospiraceae [Family]","Blautia [Genus]","Peptococcus [Genus]","Blautia wexlerae","Blautia obeum","Lachnospira [Genus]","[Ruminococcus] gnavus","Roseburia [Genus]","Roseburia faecis","Dorea [Genus]","[Ruminococcus] [Genus]","Oribacterium [Genus]","Fusicatenibacter saccharivorans","Dorea formicigenerans","Dorea longicatena","Anaerostipes hadrus"
"Faecalibacterium [Genus]",-0.118240839102624,0.02673637432675,-0.202487213055411,-0.480624185410015,-0.7242047425642,0.263090838074672,-0.185405549867326,-0.238297431743036,0.0911535371258135,0.131770324405287,0,0.174970501619802,0.0831477535477941,-0.0920171462361808,0,-0.0349117200437913,-0.436310672082099,-0.60683360163965,-0.29347928331178,-0.396290194109184,-0.281629982394009,-0.424273720626348,-0.0574210613798761,0.0058779197679269,-0.337264765932298,0.0844310277202976,0.207404976017836,-0.321026916166845,0.420642439444415,-0.539874564924386,0.0386667450540371,-0.361376697251991,0.166651529372523,-0.174358428124535,-0.0064027225768972,-0.0497286896861224,-0.385288448300322,-0.53317661974553,-0.454524368987124,0.331385998873499,-0.308950266363982,0.223228712738125,0.305908924371921,0.478835882513623,0.883862280384749,-0.100200045774309,0.992345780774744,1.00317104691535,0.365870145742037,-0.154242583377745,-0.421206594367242,0.220276327658326,0.308950266363982,0.402394730481028,1.02834822552915,-0.075562118893708,0.468280425925472,-0.0890632879021073,-0.13271985317438,0.100134259218264,0.778508822338946,-0.410798962286019,0.440800471463879,0.26212761386305,0.10064653258991,0.384174321228587
"Ruthenibacterium lactatiformans",-0.101596799458525,-0.169519060052569,0.0606891232536452,0.258796574567582,-0.354146437956102,-0.163123694377003,-0.084166485197105,0.00667525703314239,-0.487224280175604,-0.280412110083174,0.174970501619802,0,0.187496105433357,-0.360351541274464,1.03789172074621,-0.541547310686203,0.367533329526736,0.385366393696697,0.140021366810977,0.538776133775438,-0.122927845503902,0.214267652978,0.28629855788339,-0.242377195541364,-0.390745877337741,-0.226931271577981,0.657810750905765,-0.0774854847072226,1.09456094293521,0.0272586853310034,-0.0481874129899862,0.323202145584157,-0.598180603896594,0.111101663068669,-0.117030522084576,0.307327352868476,0.352943754271396,0.661057620503853,0.138358160099405,0.406903048327026,-0.0449822405243442,0.101187735093606,-0.183001977658371,0.0405956561335523,-0.188648508390421,-0.396010585102538,0.496021226513619,-0.0769282408437759,-0.174014213614293,-0.252915564702684,0.0622722983677545,-0.0866373085519975,0.154070911902621,-0.0803175694101659,-0.0405612276574305,0.231943441946003,-0.750443284657833,0.127934542458955,0.726570191313639,0.0224917374141833,0.155938416280181,0,0.399481302760194,0.288655682130247,-0.198034093192406,-0.249416201839768
"Clostridium orbiscindens",0.362076536831022,-0.411551552910879,-0.233218228961678,0.236762615079485,0.0765649165322003,0.109906672876781,0.540664501267657,0,0,0.26025022524399,0.0831477535477941,0.187496105433357,0,0.355077694722616,0,-0.362251431434713,0,-0.684661873397733,0.16395053509301,0.36110950677292,-0.252830812797113,0,-0.0238598536878681,-0.0372999234228961,0.427509091827645,0.0787239052996407,0,0.257818409199776,-0.223651593781201,-0.0146710437917424,0.0667301809014876,-0.0641614204126812,0.209323962747797,0.0352980052758674,0.302368262473118,-0.153606124654815,0.335912291178898,-0.164525902895749,0.132513050735087,-0.679773732891457,0,0.346639532162497,0.335154365125163,-0.228302537647407,0.496573837216595,0.269120354209841,0.288905114851404,0.361970825985903,0.335577247995951,0.905670617211896,0.158655798107071,0.110927439514696,0,0.130715057031758,-0.0217189152206349,0.237107528310754,-0.445597405142518,0.00456579897733163,0.380198863263983,0.412772392035452,0.173867368071895,0,-0.123453653623917,0.149697677114128,-0.026507925413212,-0.11409045955964
"Christensenellaceae [Family]",-0.0244916648714714,0.283773597890246,-0.201833442792875,0.396440342304006,-0.0587448829384443,-0.158865706001339,0.426142772637903,0.424106351490786,0.527553309087885,0.261694468760452,-0.0920171462361808,-0.360351541274464,0.355077694722616,0,0.188628268233487,0.137651090008449,-0.139189572976873,0.436225204813381,-0.215443781301705,0.285920941769137,0.184387973010052,-0.168159960519262,-0.023792850004994,-0.408253516921104,0.0612027391655773,-0.204622935883667,0.109277909484359,-0.4049455796529,0.0674602707434411,0.466838267654319,-0.139029960070119,0.0860367023724944,-0.293072472642891,-0.290548652923779,-0.0724134267906656,-0.0830358613736936,0.108366925632588,0.36396768011089,0.145004702215233,0.410912646449506,0.316530986897822,-0.0979431140867413,-0.507180146583007,0.0651513677814564,-0.0567962048777892,-0.127806261103707,0.070656017106333,0.384859614279452,0.407480740216066,0.35378587920389,-0.0879252442122556,-0.199341445148982,0.0418248526035372,0.0357098102652278,-0.695175629394106,0.264071858393659,-0.65718820964071,0.0291336913690711,-0.0365629838497974,-0.281064295244065,0.316667680788949,0.0170583304709372,0.283863274782967,0.0138330375404267,-0.10474758721227,-0.201740016517844
"Succinivibrio [Genus]",0.110225480764446,0,0.17951182277198,-0.481319199144095,-0.0628820559836509,0.736652591847853,-0.301169254692296,0.0761418113690492,0,0.0514514485262961,0,1.03789172074621,0,0.188628268233487,0,0.321544442541615,-0.380733290476209,0,0.48397778381125,0.18977591024129,0.172311815846212,-0.0060633747582256,0.951626515910466,0.727745790212302,0,0.626548424768892,0.334285641706821,0,-0.268424629281618,-0.631683873419406,-0.666582178495864,-0.782873605614988,0.0591283028868643,-0.279932209602357,0.0939533394241714,-0.601249768567861,0.579693140172934,0.426441591099152,0.446926381392986,-0.150473604673495,0.2022886372976,-0.344745476491,0.728423836734256,0.0486451349035563,-0.594293896615918,-0.225201061322506,-0.0475270652341637,-0.131119467973929,0.318931962978077,-0.000393259090346959,-0.179921128614407,0.0450358037518268,0.288085731777347,0.613470569038035,-0.0983357626850116,-0.474569289419114,1.73983554562417,0.333628220307783,-0.659813847226612,0.666855924991072,0.151917368279502,-0.405735143945172,0.478650141744289,0.303369774826038,0.20279766093194,0.461161907744347
"Sutterella [Genus]",0.121080064055301,-0.0450177954544702,-0.220158274093282,0.141241927579658,0.343482711761034,0.227892065764454,0.566591866825535,0.652175974341861,1.15805589534792,0.280055077330923,-0.0349117200437913,-0.541547310686203,-0.362251431434713,0.137651090008449,0.321544442541615,0,0.647005714632724,-0.241601267209682,-0.122896430452368,0.120543095342559,-0.0901107277165628,-0.181828658538441,-0.0626689932152778,-0.0171632654492273,0.496470527729389,-0.308853810839854,0.553610498001484,0.0646888424165502,0.150469750173377,0.101075724013724,-0.11254129858954,0.214475060441196,0.0620390667562994,0.0317188546534617,-1.11829687508946,0.551701389443403,0.1430472160332,0.138621377352001,0.2087092719794,0.0011503549956558,0.434924556912661,0.0425777589528685,0.103455872374904,-0.0896350295409136,-0.411770567341718,0.496575777118479,-0.617070487872775,0.266559801243571,0.0693081145957951,0.308742886057209,0.355356575045165,-0.0676633853058078,-0.380598868210977,0.0583193652226586,-0.685853890510084,-0.122571267144609,-0.545018931887098,-0.0507148627419982,0.148627895019468,-0.266427425385135,-0.0281979612967663,0,0.014762876276098,0.234092622814472,0.280561235088747,-0.240576641856207
"Duodenibacillus massiliensis",-0.343800140061228,-0.0391826188867108,-0.332730554857332,-0.979488029143266,-0.534693871245776,0,-0.425568823312367,0.419637121174468,-0.296497669116971,0.168551002708395,-0.436310672082099,0.367533329526736,0,-0.139189572976873,-0.380733290476209,0.647005714632724,0,0.444572847070874,0.364527749626344,0.11590192741092,-0.261981902210091,-0.1727718555205,0.081589448804075,0.473832143542675,0,1.10816923203526,-0.156467062547961,0.289516117960636,-0.210084606815926,0.461180980984574,-0.161915670041925,0.415189231760284,0.108781448816461,0.418673109902434,0.65602197750697,0.359247121583737,-0.167015669379325,-0.683566177624192,-0.680123090432751,-0.22173984680636,-0.396693148747256,-0.137523037954504,-0.354920144802876,0.485335954144304,0.344800516258833,-0.828209177811511,-0.444223093266826,0.244584127269345,-0.0518823727918586,-0.00487971492487599,-0.0209327997661155,0.273007132629246,0.617816799132351,0.224054667560568,0.0177646203754529,-0.652634605520837,-0.192732554054082,0.11895196410665,0,-0.035912325951735,0.371677231625673,-0.0793946868376869,0.0457457135602878,0.0756732551393879,-0.255557874431614,0.250193468396267
"Escherichia coli",0.148932172901123,0.119787718683041,0.179259084412753,0.0480789709776158,0.70952123237143,0.375085108997585,0.0823165442453173,0,-0.46974365787742,0.636150926223729,-0.60683360163965,0.385366393696697,-0.684661873397733,0.436225204813381,0,-0.241601267209682,0.444572847070874,0,-0.390384235169139,0.0897258545853739,-0.547473562271755,-0.104072237576797,0.0420195713774187,0.595940604248517,0.762024560472961,0.353072540080075,0.0954215809426461,0.187583720014102,0.0793946868376869,-0.114579901905044,-0.285780082907051,-0.12937641021464,-0.0445808409419793,0.596563794528193,0.190634710742504,0.224352047854387,-0.313205870982663,-0.043213161830136,0.613595239445236,-0.402039326427559,0.782643035504877,-0.248823018125898,-0.242951462295857,0.10721592622461,-0.16289822788055,0.095021222127007,-0.803182767314702,0.0297217495137283,-0.313539789208752,-0.159920786065728,1.16336739359596,0.0894956263202468,0.210424431378662,0.194620087313839,0.194445859924096,0.514828716838153,0.157974662722672,0.199189908524115,0.674605513006473,0.0865962940765705,0.153759896084705,0,-0.0412613966578283,0.0156624313859803,-0.120896850040312,-0.191322326171279
"Bilophila [Genus]",-0.0935675306252466,0.436052352933058,0.0913617766407255,-0.0157250574845652,-0.241388879807702,-0.109461595198351,-0.187248273542767,0.0102287008821201,-0.0769944928358114,-0.151925779244855,-0.29347928331178,0.140021366810977,0.16395053509301,-0.215443781301705,0.48397778381125,-0.122896430452368,0.364527749626344,-0.390384235169139,0,0.48177214148875,-0.0537891229368457,-0.165513191736263,-0.304015394316886,0.121606963613367,0.223831812857283,-0.0763918081109254,-0.234967386996912,0.13141414424476,0.59200957215462,0.384560516630144,0.300891975604833,0.287702115190682,0.315430472073239,0.536466721682352,-0.440551175658569,0.0403330860636515,0.142735023407774,0.069899781688303,-0.154242037105468,0.236227444017209,-0.183309289395685,0.18538122425899,0.0421374193662028,0.470228647008128,0.184318881457778,0.0691437249798827,0.28224026570641,0.49633117588344,0.350220050519081,-0.251949820845176,0.0324527947684069,0.277345705162457,-0.115853481392829,0.0688502293288062,0.0639803037494332,0.495299602650623,-0.169414433107106,-0.149024647588147,0.0173580461880989,-0.197081016977305,-0.27609789882322,-0.343000350101303,-0.442272246285774,0.14378333934184,0.210711107833777,-1.08763413465491
"Desulfovibrio [Genus]",0.179383397611282,0.142603556034027,-0.124691103255426,0.00374569170262401,0.00124240619395694,-0.287704243876481,0.0431794682433371,0.218697829351218,0.348777215233244,0.0710781802519645,-0.396290194109184,0.538776133775438,0.36110950677292,0.285920941769137,0.18977591024129,0.120543095342559,0.11590192741092,0.0897258545853739,0.48177214148875,0,0.691205660609841,-0.0175206437260055,0.0919835428484776,0.227318237489448,0.549718345714113,0.524778937410892,0.370635100345186,0.193804197752458,0.0622849265585043,0.487942915132357,-0.553457280311551,-0.641680860608258,0.27445219120004,-0.0713122306818952,-0.0450587863688475,-0.0620768041825648,0.4119620981175,0.107565433860977,-0.0390832801998517,0.0392803421752062,0.10735622676209,0.370861005955711,0.452029867797886,0.556999967406764,0.968098744461085,0.346527437107056,0.0831569602562554,0.158075386948495,0.116027124165769,-0.0322083411209158,-0.25998914590201,0.095438228593621,1.415012150568,0.239102607148391,0.0784172995763022,-0.444095317052908,-0.0586502353036276,-0.00460170545025733,0.413323654244305,0.408672925293766,-0.0288098887742514,0.0205017260545648,-0.281496333890117,0.024176581533967,0.314590518471843,0.0222066473607339
"Bifidobacterium longum",0.152705984814579,0.156820437559396,0.679430766584135,0.512918750166426,0.41285498114264,-0.223562109361223,0.552382257715212,0.904674791762334,-0.559769373005206,0.0317414347036274,-0.281629982394009,-0.122927845503902,-0.252830812797113,0.184387973010052,0.172311815846212,-0.0901107277165628,-0.261981902210091,-0.547473562271755,-0.0537891229368457,0.691205660609841,0,0.0868547958232517,-0.217451210160263,0.332904874754312,0.274194126993406,0.117072798994344,0.162582651970531,0.929745596384626,-0.331488769278794,-0.245845316532155,-0.217396340070387,-0.164985245298836,-0.034310392706889,-0.325901545340129,0.32579869435754,0.343440148231614,0.492378623719798,-0.0545977573081862,0.612523066004687,-0.217384473931514,0.469506787619077,-0.0917153508563284,0.196330738448968,0.13719447673493,0.404833071418003,0.266525722182556,-0.122815848405242,0.0647365591460869,0.0949787235157236,0.554696054891583,0.734129131038308,0.652167194909783,0.234760157060534,0.0683202270298559,0.122585637358839,0.021841180609008,-0.233133246122885,0.0198862261107861,-0.0131926536989679,0.00484156099983607,0.468551367715134,-0.0914267011852036,0.00429887139902239,-0.0642432928359648,0.00957004223700744,0.260458939823208
