"","Coprococcus [Genus]","Coprococcus catus","Ruminococcus [Genus]","Ruminococcaceae [Family]","Clostridiales [Order]","Clostridium [Genus]","Oscillospira [Genus]","Ruminococcus callidus","Ruminococcus bromii","Faecalibacterium prausnitzii","Faecalibacterium [Genus]","Ruthenibacterium lactatiformans","Clostridium orbiscindens","Christensenellaceae [Family]","Succinivibrio [Genus]","Sutterella [Genus]","Duodenibacillus massiliensis","Escherichia coli","Bilophila [Genus]","Desulfovibrio [Genus]","Bifidobacterium longum","Bacteroidales [Order]","Bacteroides [Genus]","Bacteroides vulgatus","Bacteroides ovatus","Bacteroides uniformis","[Paraprevotellaceae] [Family]","Paraprevotella [Genus]","[Prevotella] [Genus]","Prevotella [Genus]","Prevotella copri","Prevotella stercorea","Parabacteroides [Genus]","Parabacteroides distasonis","S24-7 [Family]","Phascolarctobacterium [Genus]","Acidaminococcus [Genus]","Megasphaera elsdenii","Dialister [Genus]","Allisonella histaminiformans","Mitsuokella jalaludinii","Coriobacteriaceae [Family]","Collinsella aerofaciens","Senegalimassilia anaerobia","SMB53 [Genus]","[Mogibacteriaceae] [Family]","Mogibacterium [Genus]","Streptococcus thermophilus","[Eubacterium] biforme","Catenibacterium mitsuokai","Lachnospiraceae [Family]","Blautia [Genus]","Peptococcus [Genus]","Blautia wexlerae","Blautia obeum","Lachnospira [Genus]","[Ruminococcus] gnavus","Roseburia [Genus]","Roseburia faecis","Dorea [Genus]","[Ruminococcus] [Genus]","Oribacterium [Genus]","Fusicatenibacter saccharivorans","Dorea formicigenerans","Dorea longicatena","Anaerostipes hadrus"
"Faecalibacterium [Genus]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ruthenibacterium lactatiformans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.450500962601924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clostridium orbiscindens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.843521934265128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Christensenellaceae [Family]",NA,NA,NA,0.13197917394243,0.822672636208411,NA,0.104010612885855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.234169692013916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Succinivibrio [Genus]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0277546314649029,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sutterella [Genus]",NA,NA,NA,NA,NA,NA,NA,NA,0.0135030868707099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00615782684075445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duodenibacillus massiliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000615114326760854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bilophila [Genus]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000198734763252137
"Desulfovibrio [Genus]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0411569489392811,0.0182586523471792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10615797268172,NA,NA,0.234515286509677,NA,NA,NA,NA,NA,NA,0.000221770335953643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bifidobacterium longum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.877464422018476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bacteroidales [Order]",NA,NA,NA,0.796484753677731,0.681183309799485,NA,0.0403486682982253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.464549046603885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.869327524498865,NA,NA,NA,0.0153761105333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bacteroides [Genus]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058971096276376,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.327277360912639,NA,NA,NA,NA,NA,NA,NA,0.0113610302964983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bacteroides vulgatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.450500962601924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058971096276376,NA,NA,0.225437289746844,NA,0.776797906484918,NA,NA,0.801196699926517,0.538326668921822,NA,0.610114733882238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0506125615431596,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bacteroides ovatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bacteroides uniformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.225437289746844,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0489451753398898,NA,NA,NA,NA,NA,NA,0.172452836310744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"[Paraprevotellaceae] [Family]",NA,NA,NA,NA,0.470893083479239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paraprevotella [Genus]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.776797906484918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"[Prevotella] [Genus]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prevotella [Genus]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.161509337638017,NA,NA
"Prevotella copri",NA,NA,NA,0.000121167858712557,NA,NA,NA,NA,NA,NA,NA,NA,0.843521934265128,NA,NA,NA,NA,NA,NA,0.0411569489392811,NA,0.464549046603885,NA,0.801196699926517,NA,NA,NA,NA,NA,NA,NA,0.922094498589907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0282997137084314,NA,NA,NA,NA,NA,NA,NA,NA,0.0324222816148488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prevotella stercorea",NA,NA,0.142419167014407,NA,NA,0.0273439723469068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0182586523471792,NA,NA,NA,0.538326668921822,NA,NA,NA,NA,NA,NA,0.922094498589907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14118397281888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0471335703098385,NA,NA,NA
"Parabacteroides [Genus]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parabacteroides distasonis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.327277360912639,0.610114733882238,NA,0.0489451753398898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S24-7 [Family]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00615782684075445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phascolarctobacterium [Genus]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.997507713932346,NA,NA,NA
"Acidaminococcus [Genus]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Megasphaera elsdenii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.877464422018476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dialister [Genus]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0830748633363652,NA,NA,NA,0.0336947694515827,NA
"Allisonella histaminiformans",NA,NA,NA,NA,NA,NA,2.09183629403745e-05,NA,NA,NA,NA,NA,NA,0.234169692013916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitsuokella jalaludinii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172452836310744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coriobacteriaceae [Family]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0113610302964983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.912059695542642,NA,NA,0.231634406272285,0.162239042228619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Collinsella aerofaciens",NA,NA,0.480671861459363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10615797268172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0282997137084314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.912059695542642,NA,NA,NA,0.800568313184961,NA,NA,NA,NA,NA,0.60160053180702,NA,NA,NA,NA,NA,NA,NA,0.263752274798543,0.512794554374594,NA,NA,NA,0.435854689453037,NA
"Senegalimassilia anaerobia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0228601969133421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMB53 [Genus]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"[Mogibacteriaceae] [Family]",NA,NA,0.136639046961942,0.372779309259642,0.937129467930365,NA,0.0593455363367114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.234515286509677,NA,0.869327524498865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.231634406272285,0.800568313184961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.702312711916829,NA
"Mogibacterium [Genus]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.162239042228619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Streptococcus thermophilus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"[Eubacterium] biforme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00623274537476655,0.358191155451551,NA,NA,NA,NA,NA
"Catenibacterium mitsuokai",0.273305563777885,NA,NA,NA,0.176809102456208,NA,NA,NA,0.00076944150620868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0153761105333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.617557827252085,NA,0.114551769677461,0.0662397773053536,NA,NA,NA,NA,NA,NA,NA,NA,0.73535793519219,NA,0.507517900353996,NA
"Lachnospiraceae [Family]",NA,NA,NA,NA,0.876284556790936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000615114326760854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.617557827252085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2348412048327,NA
"Blautia [Genus]",0.947305746470039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0324222816148488,0.14118397281888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.60160053180702,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.622398526039329,0.476636713716518,NA,NA,NA,NA,NA,NA,NA,NA,0.0121250994081246,0.0077865299214886,0.137059684578254,NA
"Peptococcus [Genus]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000221770335953643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.114551769677461,NA,0.622398526039329,NA,NA,NA,NA,NA,NA,NA,0.202800478462911,NA,NA,NA,0.0658012441230782,0.300038663516264,NA
"Blautia wexlerae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0228601969133421,NA,NA,NA,NA,NA,0.0662397773053536,NA,0.476636713716518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.770671891517764,0.434839884823466,NA,NA
