Feature	lfc_(Intercept)	lfc_statussc	lfc_age	lfc_loc2	lfc_loc3	lfc_loc4	lfc_abx_useyes	se_(Intercept)	se_statussc	se_age	se_loc2	se_loc3	se_loc4	se_abx_useyes	W_(Intercept)	W_statussc	W_age	W_loc2	W_loc3	W_loc4	W_abx_useyes	p_(Intercept)	p_statussc	p_age	p_loc2	p_loc3	p_loc4	p_abx_useyes	q_(Intercept)	q_statussc	q_age	q_loc2	q_loc3	q_loc4	q_abx_useyes	diff_(Intercept)	diff_statussc	diff_age	diff_loc2	diff_loc3	diff_loc4	diff_abx_useyes	passed_ss_(Intercept)	passed_ss_statussc	passed_ss_age	passed_ss_loc2	passed_ss_loc3	passed_ss_loc4	passed_ss_abx_useyes
s__Actinomyces_sp._ICM47	-0.100177884786505	0.067967062473503	-0.00330346257006215	-0.636651196025717	1.23107793390628	1.60777521587704	-0.135722573621133	0.530549752033696	0.360228162796351	0.0108110270524626	0.515357941681339	0.514176782977091	0.487765851778757	0.325411044212037	-0.18881902102961	0.188677814488167	-0.305564175728306	-1.23535730127426	2.39426978164655	3.29620290148212	-0.417080415785448	0.850416152297331	0.85052668943752	0.760237741182971	0.218071278908234	0.0175283809563963	0.00114969011784341	0.677043619277478	0.956886094703527	0.954246837669153	0.99516899037978	0.373144188354089	0.102645538072368	0.00431834824750938	0.986471750549604	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
s__Gemella_haemolysans	1.54355394276062	0.242516228004078	-0.012076306716787	0.311281230464701	-1.33638332698781	-1.91354232664231	-0.326151708527335	0.600116700287584	0.354896847076947	0.0112681391247016	0.459614691115077	0.560078158590271	0.472306149239273	0.351838555843417	2.57208963193479	0.683342864275988	-1.07172147797801	0.677265623754319	-2.3860657775899	-4.05148721803513	-0.926992517194407	0.0107857532848769	0.495129385572018	0.285052295859888	0.498968927625456	0.0179010218566438	7.1196302810357e-05	0.354974698283682	0.13841716715592	0.85674073458529	0.99516899037978	0.668184476994089	0.102645538072368	0.000438569225311799	0.909021489372568	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
s__Streptococcus_sanguinis	-0.346427029856616	-0.251129365585276	0.00838263381552238	0.851005660038886	-0.0105248063022673	-0.0412316898663896	0.480683117956166	0.454069154341781	0.306376739983437	0.00839369888829546	0.403610230331196	0.471442868662889	0.398659528354129	0.283170245585075	-0.762938919202288	-0.819675036684745	0.998681740562732	2.10848386905497	-0.022324669651103	-0.103425823124347	1.69750574239535	0.446313421856608	0.413284494258919	0.319041097823729	0.0361153686663254	0.982209113697141	0.917718810202329	0.0910087610218719	0.729478793349139	0.837760352452626	0.99516899037978	0.135098021903137	0.988628781106926	0.974680667387301	0.680547252078851	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
s__Actinomyces_graevenitzii	-0.683809864274363	0.249987772638295	0.00150998011398817	-0.810682541242843	1.89095032449224	1.55614416936807	0.273302612252468	0.571036464355948	0.360222934505582	0.0105451689061576	0.516801555194385	0.518107621657326	0.497111781392287	0.333619619623926	-1.19748896429164	0.693980723302396	0.143191647988346	-1.56865344752672	3.64972497112367	3.13037072871155	0.819204255914415	0.232505595545214	0.488483791716092	0.886280163570178	0.118278502373422	0.000333493904270447	0.00200188837543557	0.413625890112912	0.586981339573163	0.854846635503161	0.99516899037978	0.258888757551543	0.0248863893235914	0.00700660931402451	0.909021489372568	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
s__Streptococcus_pseudopneumoniae	0.130804189225731	0.304508692161917	-0.00137852293083536	0.675839954306125	-0.0888566247121167	-0.420461837041737	0.228099171264212	0.359259785577665	0.227776177745738	0.00681466366005856	0.280351157386177	0.359018874976176	0.301800719452865	0.209764078490628	0.364093601557455	1.33687681993608	-0.202287742961553	2.41069079438531	-0.247498476836387	-1.3931770534013	1.08740816304448	0.716137795211096	0.182643618730814	0.839878721994242	0.0167440380698157	0.804753298294865	0.164972302986697	0.278046363922707	0.90397721690581	0.737428493922304	0.99516899037978	0.121359063111006	0.89805802853195	0.289420466674206	0.868761368210527	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
s__Streptococcus_sp._263_SSPC	0.0602759644648474	0.214985117480542	-0.00285453669095893	0.228426234573338	-0.33380826212014	0.081479076619039	0.556094576124424	0.466431411615114	0.303055801224026	0.00875171957457937	0.382037582070011	0.468373736621264	0.383945847266547	0.276081074403038	0.129227927116078	0.709391196645071	-0.326168665098724	0.59791561169361	-0.712696370484291	0.212215022506739	2.01424374099837	0.897296448552645	0.478839764246171	0.744609643020173	0.550516873127359	0.476795795236748	0.832137573637965	0.0452126227097426	0.956886094703527	0.847601421769085	0.99516899037978	0.715477823585486	0.693230106619782	0.950584421108085	0.680547252078851	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
s__Veillonella_atypica	0.932997272679639	0.606337831470707	-0.00986104349564526	-1.59462181722099	0.333821891637395	0.0064508797756908	-0.195226014907285	0.577211464068747	0.390801641506497	0.0111902578354511	0.491462060991946	0.526094163892544	0.499787559366035	0.34696171813727	1.6163872874301	1.55152324625184	-0.88121682633667	-3.24464886262527	0.634528786952252	0.0129072435974068	-0.562673069396224	0.107463433381763	0.122233537900044	0.379175460143485	0.0013618365058466	0.526404175468306	0.989713654286794	0.574238359281623	0.425322718431641	0.737428493922304	0.99516899037978	0.0524307054750943	0.718854878594011	0.995944524107145	0.986471750549604	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
s__Haemophilus_parahaemolyticus	1.57368794393848	-0.220721513399001	-0.00559306559610154	0.247538677136717	-0.638337917627694	-3.30486686764044	-0.0520485744415823	0.698224772042169	0.454573259114275	0.0138445064117872	0.610439266605226	0.723106888217361	0.558287269238827	0.429001944228737	2.25384146617393	-0.485557627892743	-0.403991693870689	0.405509099231655	-0.882771175367111	-5.91965292732954	-0.121324798504481	0.0253018289729413	0.627817702858446	0.686654830334917	0.685541164947765	0.378430421346413	1.40211360176642e-08	0.903556815655157	0.205077982201734	0.860511856419617	0.99516899037978	0.793124880937028	0.582782848873476	2.69906868340035e-07	0.997146935636328	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
s__Prevotella_histicola	0.392547900348617	0.528213343426849	-0.00946608321070426	-0.899685384032357	1.08301917264735	0.755843244155799	-0.418164199272754	0.590224647237016	0.397738558761482	0.0114570596082834	0.5181479082673	0.614695606009124	0.546529665169907	0.361700408975582	0.665082188936414	1.32804157854761	-0.826222742514174	-1.73634857861518	1.76187882597501	1.38298667451257	-1.15610651493895	0.506764125390262	0.185677962452293	0.409662293648785	0.084042104208182	0.079617548419782	0.168210988425214	0.249016741157343	0.767807679875753	0.737428493922304	0.99516899037978	0.208749742710646	0.22705745290086	0.289420466674206	0.868761368210527	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
s__Streptococcus_cristatus	-0.656404006949217	0.0963876391110911	0.017554837355257	1.1965200448026	0.272827831543598	-0.375300838893482	-0.0510255025898322	0.479011449655612	0.310754087239243	0.0091427149097273	0.424730226592137	0.458204601044586	0.420301771767472	0.303119913611867	-1.37033051594308	0.310173359158054	1.92009020609181	2.81712948570435	0.59542796148625	-0.892931850644478	-0.168334379559003	0.171980412638414	0.756722755618199	0.0561397008614721	0.0052863502848419	0.552169443399438	0.372869356937548	0.866474882034371	0.503095847241999	0.910432065353146	0.99516899037978	0.0792912695285128	0.733052536926841	0.538749390564787	0.997146935636328	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Streptococcus_pneumoniae	0.587921383915819	0.433122948608597	-4.39403937413544e-05	0.351965367758805	-0.675629386312564	-1.23474635617498	-0.0124115561967013	0.377662119247425	0.238376518088766	0.00724890069230434	0.308407303943456	0.354332606344599	0.32266765191891	0.219054042364251	1.55673909018829	1.81696985962061	-0.00606166308610117	1.14123551309711	-1.9067660560019	-3.82668156795986	-0.0566597907198762	0.120963304525012	0.0705762349888586	0.99516899037978	0.255007038794749	0.0578478830326588	0.000169075482411781	0.954867397822066	0.425322718431641	0.603818899349123	0.99516899037978	0.40907379139991	0.197968310822877	0.000897849113497045	0.997146935636328	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE
s__Neisseria_subflava	0.732347129943701	0.148170269237744	0.00121347244401344	0.0586726978586152	-0.634095115015903	-1.22479133944182	-0.190611751825842	0.572066849495893	0.391395036421013	0.0114078172596032	0.539137439163737	0.568879109880447	0.527963357680422	0.380925446393005	1.28017753622509	0.37856961752157	0.106372009333506	0.108826977309577	-1.11463947964122	-2.31984156026068	-0.500391227813082	0.201980475663599	0.70541308611288	0.915394894882838	0.913449934512018	0.266356071981052	0.0213687517468014	0.617355351165741	0.536391348217147	0.876077542430513	0.99516899037978	0.944102616878193	0.460885787472831	0.0548464628167902	0.986471750549604	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
s__Streptococcus_australis	-0.325297562796768	-0.371865768698789	0.00601916303033602	0.850514494611458	0.683486421455707	0.571367521462586	0.0664822165182248	0.443938970900707	0.290018367570062	0.0084382522029482	0.369616399194328	0.435578914220574	0.378831478842167	0.273098774918106	-0.732752887489855	-1.28221454321839	0.713318692730352	2.30107348176479	1.56914487625908	1.50823665237343	0.243436524159293	0.464489148000526	0.20111686197881	0.476404551277574	0.022323799549695	0.118051330227886	0.132928670262984	0.807894091896918	0.72991151828654	0.737428493922304	0.99516899037978	0.12178930947178	0.293224271856362	0.249646527079263	0.987426112318455	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
s__Veillonella_dispar	0.573779940589596	0.348326976220371	-0.0104171126441068	-0.904377452932109	0.868024217753872	0.591477484615902	-0.138390044571162	0.47701264801654	0.323370740486225	0.00943277803902424	0.434570140929142	0.43116747002806	0.416686685968263	0.291664977752843	1.20286106243812	1.07717530564646	-1.10435256729357	-2.08108511780972	2.01319505318289	1.41947776238992	-0.474482900337912	0.230340851585006	0.282597983720411	0.270663269047146	0.0385994348294676	0.0453293801158195	0.157194671818158	0.635632715223002	0.586981339573163	0.802869548439771	0.99516899037978	0.135098021903137	0.174518113445905	0.282659372465709	0.986471750549604	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
s__Gemella_sanguinis	0.024362223713985	-0.378824509169226	-0.0025304597558166	0.140644004708316	0.463463870487849	0.662268718456623	0.385976768201146	0.491984889384616	0.336177944314929	0.00963045621726663	0.410524623263476	0.451207156164514	0.422092169040068	0.309632323121377	0.0495182357012179	-1.12685711711755	-0.262755958671999	0.34259578290399	1.02716427289745	1.56901446421707	1.24656484281146	0.960552063284261	0.261053194636325	0.792989129406438	0.732235726625972	0.305491999775247	0.118108312260431	0.213907242438741	0.968980963486163	0.802869548439771	0.99516899037978	0.817132622466664	0.502043726179472	0.22735850110133	0.852651322049919	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
s__Haemophilus_haemolyticus	2.14269892676541	-0.0312716484379746	-0.0127323730653344	-0.514672000453908	-1.71267284142313	-3.06965288470837	0.0623462284579432	0.506420936509846	0.339034671728737	0.00945730303506642	0.441591578933017	0.527609055973924	0.447693757951293	0.322389957143816	4.23106307873539	-0.0922373168458569	-1.34630063329096	-1.16549324083007	-3.24610205611743	-6.85659076140689	0.193387625998942	3.46162158025744e-05	0.926596590928187	0.179643304147014	0.245129026226654	0.00135978905635311	7.57948729547599e-11	0.846840559509628	0.00133272430839911	0.977369006869457	0.99516899037978	0.401594362116007	0.0418815029356758	5.83620521751651e-09	0.997146935636328	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
s__Streptococcus_sp._oral_taxon_431	0.119157157237911	-0.0261221018145791	-0.00174628556820672	0.602995154078955	-0.0713385315812608	-0.0980865050667346	0.3750390177383	0.362662316434171	0.241574090816365	0.00688318988315424	0.301238336995046	0.361872406374634	0.305000233018453	0.221071209050786	0.328562279118239	-0.108132878514841	-0.253702948465877	2.0017211623661	-0.197137251485836	-0.321594852882621	1.69646250793401	0.742799088385126	0.913988841835421	0.799961995025288	0.0465429418809866	0.843902140805359	0.748064982225762	0.0912127327893808	0.922508545252495	0.976259275819469	0.99516899037978	0.146277817340244	0.908817690098078	0.879404635593643	0.680547252078851	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
s__Streptococcus_rubneri	-0.66098727061951	-0.230846292979255	0.00191816935673599	1.2431350799456	0.864005107886907	1.236344325811	0.223961198493397	0.46195796520142	0.313444287288914	0.00906973921085763	0.391385279379725	0.42358800859015	0.408760247746514	0.287993381523363	-1.43083856197027	-0.73648269354635	0.211491125835206	3.17624383297129	2.039729856288	3.0246197682552	0.777660921611243	0.153921604146318	0.462236109583521	0.832703466731585	0.00171007926160128	0.0425945025066641	0.00279107158233855	0.437619858359829	0.479257747810627	0.84549969650851	0.99516899037978	0.0526704412573193	0.168193676564776	0.00955166719289192	0.909021489372568	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
s__Streptococcus_vestibularis	0.582094347208639	0.233496549075131	0.00369147249569148	-0.0467295434722799	-0.228064416433897	-0.980314221607952	-0.305567145800438	0.55430883933972	0.355085309041563	0.0100705437729343	0.469970139853391	0.510170346445214	0.475940549414647	0.339537685490519	1.05012640228147	0.65757873707977	0.366561387242336	-0.0994308776443911	-0.447035814650957	-2.05974091262791	-0.899950605951133	0.29481743023946	0.511499409497806	0.71430011537315	0.92088712353884	0.655290987843354	0.0406056995381305	0.369135050427874	0.614681577203019	0.860511856419617	0.99516899037978	0.945444113499876	0.79460481990454	0.0906272134619144	0.909021489372568	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
s__Streptococcus_sp._M334	0.841342525126115	0.572666026393987	-0.0115018025213687	0.929087076516324	-0.324217845875215	-1.037056408201	-0.338684076159772	0.567579227390814	0.358445709731328	0.01094729735525	0.476553789713802	0.527350224805327	0.477978696200256	0.360776493895421	1.48233494906747	1.59763671553839	-1.05065224302624	1.94959540049885	-0.614805551651942	-2.16967077496381	-0.938764254020238	0.139701945544893	0.11157896437763	0.294586973936722	0.0525127255018905	0.539327276922492	0.0311180517502403	0.348895514971263	0.467697817693771	0.737428493922304	0.99516899037978	0.15551845629406	0.722229570835337	0.0752280596224788	0.909021489372568	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
s__Prevotella_pallens	-0.438891472089037	0.265494568074441	0.00282934335704391	-0.690598688551174	1.24038795692225	0.76722808101481	0.0934818319070358	0.52850636780647	0.359549452668809	0.0101667254387814	0.450428828040269	0.519844638223913	0.498021038415493	0.336550909672143	-0.830437434293606	0.738409045275326	0.278294459123609	-1.53320268499651	2.38607434936739	1.54055355463662	0.277764312086105	0.407317587055066	0.461162880214989	0.781084253435834	0.126863498752232	0.0179962956360645	0.125063431383518	0.781490607578258	0.729478793349139	0.84549969650851	0.99516899037978	0.270629331117144	0.102645538072368	0.237774918926689	0.986471750549604	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
